UID,supporters,url,local_names,slug,name,parent,acronym,involvement,description,country.name,country.slug,country
bumbuna-dam-sierra-leone,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
bumbuna-dam-sierra-leone,,,,african-development-bank11,African Development Bank - Banque Africaine de Développement,,,,,,,
sappi-saiccor-pulp-mill-pollution-south-africa,,https://fsc.org/en,,forest-stewardship-council,Forest Stewardship Council,,FSC,,,,,
hotel-de-grupo-posadas-destruye-santuarios-de-tortugas-marinas-en-bahia-chemuyil-mexico,,https://www.actinver.com/web/actinver/,,banco-actinver-sa-ibm,"Banco Actinver, S.A. I.B.M",,,Fiduciaria del proyecto,,Mexico,mexico,
gullu-hydroelectric-project-chhattisgarh-india,,https://cdm.unfccc.int/about/index.html,,united-nations-framework-convention-on-climate-change,United Nations Framework Convention on Climate Change/CDM,,UNFCC,Financing ,"With 196 Parties, the United Nations Framework Convention on Climate Change (UNFCCC) has near universal membership and is the parent treaty of the 1997 Kyoto Protocol. The Kyoto Protocol has been ratified by 192 of the UNFCCC Parties. 
            The ultimate objective of both treaties is to stabilize greenhouse gas concentrations in the atmosphere at a level that will prevent dangerous human interference with the climate system.
            The CDM allows emission-reduction projects in developing countries to earn certified emission reduction (CER) credits, each equivalent to one tonne of CO2. These CERs can be traded and sold, and used by industrialized countries to a meet a part of their emission reduction targets under the Kyoto Protocol.
            The mechanism stimulates sustainable development and emission reductions, while giving industrialized countries some flexibility in how they meet their emission reduction limitation targets.
            The CDM is the main source of income for the UNFCCC Adaptation Fund, which was established to finance adaptation projects and programmes in developing country Parties to the Kyoto Protocol that are particularly vulnerable to the adverse effects of climate change. The Adaptation Fund is financed by a 2% levy on CERs issued by the CDM.",,,
chixoy-dam-guatemala,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
chixoy-dam-guatemala,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
leeds-bradford-airport-expansion-plans-uk,,,,amp-capital,AMP Capital,,,,,,,
pfoa-contamination-in-bennington-vermont,,https://www.plastics.saint-gobain.com/,,saint-gobain-performance-plastics,Saint-Gobain Performance Plastics,,,"In 2002, Saint-Gobain bought ChemFab and is therefore largely responsible for the hazardous chemicals released into drinking water",Saint-Gobain Performance Plastics is a producer of polymer products to support various industries world-wide,United States of America ,united-states-of-america,
uranium-mining-in-caetite-brazil,,,,international-atomic-energy-agency,International Atomic Energy Agency,,IAEA,,,,,
tanjung-awar-awar-coal-fired-power-plant-indonesia,,http://www.boc.cn/en/,,bank-of-china,Bank of China,,BOC,,The Bank of China (BOC; Chinese: 中国银行) is a Chinese national commercial bank headquartered in Beijing and the fourth largest bank in the world.,China,china,
tanjung-awar-awar-coal-fired-power-plant-indonesia,,https://www.sinosure.com.cn/en/,,china-export-credit-insurance-corporation,China Export & Credit Insurance Corporation,,Sinosure,,"China Export & Credit Insurance Corporation (Sinosure) is a major Chinese state owned enterprise under the administration of MFPRC serving as the provider of export credit insurance, in particular coverage for the export of high-value added goods in China.",China,china,
tanjung-awar-awar-coal-fired-power-plant-indonesia,,https://www.bni.co.id/id-id/,,bank-negara-indonesia,Bank Negara Indonesia,,BNI,,State-owned Indonesian bank,Indonesia,indonesia,
tanjung-awar-awar-coal-fired-power-plant-indonesia,,https://ir-bri.com/,,bank-rakyat-indonesia,Bank Rakyat Indonesia,,,,One of Indonesia's largest banks,Indonesia,indonesia,
conservation-areas-near-the-coal-plant-in-east-java,,,,export-import-bank-of-china,Export-Import Bank of China,,,,,China,china,
water-and-sewerage-anti-privatization-movement-in-thessaloniki,,,,european-central-bank,European Central Bank,,ECB,,,,,
water-and-sewerage-anti-privatization-movement-in-thessaloniki,,  http://www.imf.org/external/index.htm,,fondo-monetario-internacional,International Monetary Fund,,FMI,,"El Fondo Monetario Internacional o FMI (en inglés: International Monetary Fund) es una institución internacional que en la actualidad reúne a 188 países, y cuyo papel, según sus estatutos, es «fomentar la cooperación monetaria internacional; facilitar la expansión y el crecimiento equilibrado del comercio internacional; fomentar la estabilidad cambiaria; contribuir a establecer un sistema multilateral de pagos para las transacciones corrientes entre los países miembros y eliminar las restricciones cambiarias que dificulten la expansión del comercio mundial; infundir confianza a los países miembros poniendo a su disposición temporalmente y con las garantías adecuadas los recursos del Fondo, dándoles así oportunidad de que corrijan los desequilibrios de sus balanzas de pagos sin recurrir a medidas perniciosas para la prosperidad nacional o internacional, para acortar la duración y aminorar el desequilibrio de sus balanzas de pagos».1 Su sede se encuentra en Washington, la capital de Estados Unidos",,,
lex-izera,,,,reprivatisation-fund-poland,Reprivatisation Fund (Poland),,,"60,000,000 for Izera car factory as a contribution of the State Treasury",Polish special purpose public fund for the payment of compensation resulting from judgments and court settlements as well as administrative decisions issued in connection with unlawful nationalization of property. The main and only planned source of income are the proceeds from the sale of 5% of shares owned by the State Treasury in each of the companies established as a result of commercialization and interest on these funds.,Poland,poland,
offshore-oil-bonanza-poses-existential-threat-for-coastal-communities-suriname,,  http://www.imf.org/external/index.htm,,fondo-monetario-internacional,International Monetary Fund,,FMI,,"El Fondo Monetario Internacional o FMI (en inglés: International Monetary Fund) es una institución internacional que en la actualidad reúne a 188 países, y cuyo papel, según sus estatutos, es «fomentar la cooperación monetaria internacional; facilitar la expansión y el crecimiento equilibrado del comercio internacional; fomentar la estabilidad cambiaria; contribuir a establecer un sistema multilateral de pagos para las transacciones corrientes entre los países miembros y eliminar las restricciones cambiarias que dificulten la expansión del comercio mundial; infundir confianza a los países miembros poniendo a su disposición temporalmente y con las garantías adecuadas los recursos del Fondo, dándoles así oportunidad de que corrijan los desequilibrios de sus balanzas de pagos sin recurrir a medidas perniciosas para la prosperidad nacional o internacional, para acortar la duración y aminorar el desequilibrio de sus balanzas de pagos».1 Su sede se encuentra en Washington, la capital de Estados Unidos",,,
offshore-oil-bonanza-poses-existential-threat-for-coastal-communities-suriname,,https://www.worldbank.org/en/home,,world-bank100,World Bank,,WB,,"The Asia Sustainable and Alternative Energy Program (ASTAE), which is a trust fund program, financed a grant for the World Bank team in preparing the groundwork to develop its own lending to the Pavagada Solar Park and a similar project elsewhere in India. ASTAE support has been crucial in allowing the Bank to develop templates for required financial management and procurement actions, as well as the environmental and social screening actions that all solar parks will have to follow if they wish to be sustainable and well managed. It has also helped the World Bank communicate international best practices to the Indian team gearing to implement the solar park.",,,
offshore-oil-bonanza-poses-existential-threat-for-coastal-communities-suriname,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
tokwe-mukorsi-dam-zimbabwe,,,,development-bank-of-zimbabwe,Development Bank of Zimbabwe,,,,,Zimbabwe,zimbabwe,
moserbaer-thermal-power-plant-at-anuppur-madhya-pradesh-india,,http://www.macquarie.com/fr/corporate,,macquarie-sbi-infrastructure-fund,Macquarie group,,,,"Global investment and baking group, one of the major financial actor regarding infrastructures funds.",Australia,australia,
moserbaer-thermal-power-plant-at-anuppur-madhya-pradesh-india,,,,state-bank-of-india,State Bank of India,,,,,India,india,
moserbaer-thermal-power-plant-at-anuppur-madhya-pradesh-india,,http://www.bk.mufg.jp/global/,,bank-of-tokyo-mitsubishi-ufj,The Bank of Tokyo Mitsubishi UFJ,,MUFG,,"Largest bank in Japan, eighth largest in the world according to Bloomberg. Serves as the core retail, corporate, and investment banking arm of the Mitsubishi UFJ Financial Group.",Japan,japan,
panna-tiger-reserve-india,,https://www.wwf.org.mx/,,worldwide-fund-for-nature,World Wildlife Fund ,,WWF,,"Alianza WWF - Fundación TELMEX Telcel apoya la conservación y restauración de los bosques y la financiación de alternativas económicas para las comunidades. 
",Switzerland,switzerland,
geotube-construction-in-pentha-india,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
upm-ex-botnia-uruguay,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
upm-ex-botnia-uruguay,,http://www.fao.org,,food-and-agricultural-organisation,Food and Agricultural Organisation,,FAO,,,,,
upm-ex-botnia-uruguay,,https://www.jica.go.jp/english/,,japan-international-cooperation-agency,Japan International Cooperation Agency,,JICA,,"Established as an Incorporated Administrative Agency under the Act of the Incorporated Administrative Agency - Japan International Cooperation Agency (Act No. 136, 2002), JICA aims to contribute to the promotion of international cooperation as well as the sound development of Japanese and global economy by supporting the socioeconomic development, recovery or economic stability of developing regions.",Japan,japan,
upm-ex-botnia-uruguay,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
kwale-okpai-cdm-project-nigeria,,https://cdm.unfccc.int/about/index.html,,united-nations-framework-convention-on-climate-change,United Nations Framework Convention on Climate Change/CDM,,UNFCC,,"With 196 Parties, the United Nations Framework Convention on Climate Change (UNFCCC) has near universal membership and is the parent treaty of the 1997 Kyoto Protocol. The Kyoto Protocol has been ratified by 192 of the UNFCCC Parties. 
            The ultimate objective of both treaties is to stabilize greenhouse gas concentrations in the atmosphere at a level that will prevent dangerous human interference with the climate system.
            The CDM allows emission-reduction projects in developing countries to earn certified emission reduction (CER) credits, each equivalent to one tonne of CO2. These CERs can be traded and sold, and used by industrialized countries to a meet a part of their emission reduction targets under the Kyoto Protocol.
            The mechanism stimulates sustainable development and emission reductions, while giving industrialized countries some flexibility in how they meet their emission reduction limitation targets.
            The CDM is the main source of income for the UNFCCC Adaptation Fund, which was established to finance adaptation projects and programmes in developing country Parties to the Kyoto Protocol that are particularly vulnerable to the adverse effects of climate change. The Adaptation Fund is financed by a 2% levy on CERs issued by the CDM.",,,
sumsel-8-coal-fired-power-plant-south-sumatra-indonesia,,http://english.eximbank.gov.cn/en/,,the-export-import-bank-of-china,Export-Import Bank of China,,EXIM Bank of China,Agreed to provide a USD 1.26 billion loan facility to HBAP for the construction of the Sumsel-8 power project in May 2018,"Founded in 1994, the Export-Import Bank of China is a state bank solely owned by the Chinese government and under the direct leadership of the State Council.",China,china,
the-aral-sea-dried-due-to,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
the-aral-sea-dried-due-to,,http://www.unep.org,,united-nations-environmental-programme,United Nations Environmental Programme,,UNEP,,,,,
the-aral-sea-dried-due-to,,https://www.jica.go.jp/english/,,japan-international-cooperation-agency,Japan International Cooperation Agency,,JICA,,"Established as an Incorporated Administrative Agency under the Act of the Incorporated Administrative Agency - Japan International Cooperation Agency (Act No. 136, 2002), JICA aims to contribute to the promotion of international cooperation as well as the sound development of Japanese and global economy by supporting the socioeconomic development, recovery or economic stability of developing regions.",Japan,japan,
waste-dumping-amin-bazar,,https://www.jica.go.jp/english/,,japan-international-cooperation-agency,Japan International Cooperation Agency,,JICA,,"Established as an Incorporated Administrative Agency under the Act of the Incorporated Administrative Agency - Japan International Cooperation Agency (Act No. 136, 2002), JICA aims to contribute to the promotion of international cooperation as well as the sound development of Japanese and global economy by supporting the socioeconomic development, recovery or economic stability of developing regions.",Japan,japan,
illegal-unreported-and-unregulated-iuu-fishing-in-sherbro-river-sierra-leone,,,,world-bank-west-african-regional-fisheries-program,World Bank West African Regional Fisheries Program,,WARFP,,,,,
lower-omo-valley-irrigated-agriculture-development-ethiopia,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
chiawelo-soweto-electricity-struggles-south-africa,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
reddconflict-in-jambi-indonesia,,http://www.rspb.org.uk/,,royal-society-for-the-protection-of-birds-rsbpp,Royal Society for the Protection of Birds (RSBP),,RSBP,conservation,,United Kingdom,united-kingdom,
bisasar-rd-landfill-site-south-africa,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
bisasar-rd-landfill-site-south-africa,,,,french-development-agency,French Development Agency,,AFD,,,France,france,
hybrid-rice-in-the-office-du-niger-mali,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
hybrid-rice-in-the-office-du-niger-mali,,https://www.miga.org,,multilateral-investment-guarantee-agency,Multilateral Investment Guarantee Agency,,MIGA,,the World the Bank’s political risk insurer,,,
sugarcane-cultivation-and-oil-palm-plantation-in-polochic-valley-guatemala,,,,oficina-del-alto-comisionado-de-las-naciones-unidas-para-los-derechos-humanos-oacnudh,Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos (OACNUDH),,,,,,,
sugarcane-cultivation-and-oil-palm-plantation-in-polochic-valley-guatemala,,http://www.corteidh.or.cr/,,comision-interamericana-de-derechos-humanos-cidh,Inter-American Court of Human Rights,,CIDH,,,,,
boeung-kak-lake-evictions-phnom-penh,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
upper-yeywa-dam-on-the-namtu-river-shan-state-myanmar,,http://www.eximbank.gov.cn/,,china-exim-bank,China Export Import Bank,,Chexim,,"Chinese institution that provides financial support to promote the export of Chinese products and services mainly in the infrastructure fields (roads, power plants, oil and gas pipelines, telecom, and water projects).",China,china,
apeco-special-economic-zone-on-ancestral-lands-and-fishing-grounds-aurora-island-philippines,,http://www.neda.gov.ph/,,the-national-economic-and-development-authority-neda,The National Economic and Development Authority (NEDA),,NEDA,economic development,NEDA is the governmental National Economic Development Authority of the Reupblic of the Philippines.,Philippines,philippines,
chinchaycocha-junin-peru,,,,2,Interamerican Court of Human Rights,,IACHR,,,,,
dirty-and-dangerous-shipbreaking-in-chittagong,,https://www.imo.org/en/,,international-maritime-organization,International Maritime Organization,,IMO,,"IMO is the UN Specialized Agency competent to regulate matters regarding the safety and security of navigation, the prevention of marine pollution",,,
dirty-and-dangerous-shipbreaking-in-chittagong,,https://www.ilo.org,,international-labour-organization,International Labour Organization,,ILO,,"The International Labour Organization (ILO) is devoted to promoting social justice and internationally recognized human and labour rights, pursuing its founding mission that social justice is essential to universal and lasting peace.
Only tripartite U.N. agency, the ILO brings together governments, employers and workers representatives of 187 member States , to set labour standards, develop policies and devise programmes promoting decent work for all women and men.
Today, the ILO's Decent Work agenda  helps advance the economic and working conditions that give all workers, employers and governments a stake in lasting peace, prosperity and progress.",Switzerland,switzerland,
dirty-and-dangerous-shipbreaking-in-chittagong,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
dirty-and-dangerous-shipbreaking-in-chittagong,,http://www.unep.org/,,unep,United Nations Environment Programme,,UNEP,,,,,
water-disparities-in-texas-colonias-usa,,,,north-american-development-bank,North American Development Bank,,,,,,,
markala-sugar-project-sosumar-illovo-sugar-refinery-in-cercle-de-segou-mali,,https://www.afdb.org/en,,african-development-bank,African Development Bank,,AfDB,,The African Development Bank is a multilateral development finance institution. ] Its mission is to fight poverty and improve living conditions on the continent through promoting the investment of public and private capital in projects and programs that are likely to contribute to the economic and social development of the region.,,,
markala-sugar-project-sosumar-illovo-sugar-refinery-in-cercle-de-segou-mali,,,,kuwaiti-funds,Kuwaiti Funds,,,,,Kuwait,kuwait,
markala-sugar-project-sosumar-illovo-sugar-refinery-in-cercle-de-segou-mali,,,,organization-of-the-petroleum-exporting-countries,Organization of the Petroleum Exporting Countries,,OPEC,,,,,
markala-sugar-project-sosumar-illovo-sugar-refinery-in-cercle-de-segou-mali,,,,us-trade-and-development-agency,US Trade and Development Agency,,USTDA,,,,,
markala-sugar-project-sosumar-illovo-sugar-refinery-in-cercle-de-segou-mali,,,,us-agency-for-international-development,US Agency for International Development,,USAID,,,,,
markala-sugar-project-sosumar-illovo-sugar-refinery-in-cercle-de-segou-mali,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
serrania-de-san-lucas-gold-mining-colombia,,www.un.org,,united-nations-human-rights-council,United Nations Human Rights Council,,UN,,,United States of America ,united-states-of-america,
the-soulaliyyate-movement-morocco,,,,un-women,UN Women,,,,,,,
the-soulaliyyate-movement-morocco,,,,association-for-cooperation-with-the-south-acsur,Association for Cooperation with the South (ACSUR),,,,,Spain,spain,
the-soulaliyyate-movement-morocco,,,,the-belgian-embassy,The Belgian Embassy,,,,,Belgium,belgium,
the-soulaliyyate-movement-morocco,,,,global-fund-for-women,Global Fund for Women,,,,,,,
water-privatisation-guayaquil-ecuador,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
water-privatisation-guayaquil-ecuador,,who.int/,,world-health-organization,World Health Organization,,WHO,,primary role is to direct internation health within the United Nations's system and lead partner in global health responses.,,,
water-privatisation-guayaquil-ecuador,,https://www.miga.org,,multilateral-investment-guarantee-agency,Multilateral Investment Guarantee Agency,,MIGA,,the World the Bank’s political risk insurer,,,
water-privatisation-guayaquil-ecuador,,,,pan-american-health-organization,Pan American Health Organization,,PAHO,,,,,
mbeubeuss-landfill-senegal,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
mbeubeuss-landfill-senegal,,,,international-development-association,International Development Association,,IDA,,,,,
mbeubeuss-landfill-senegal,,https://www.esmap.org/node/70853,,energy-sector-management-assistance-program, Energy Sector Management Assistance Program,,ESMAP,It has previously proposed the landfill privitization for the generation of electricity,"Part of the World Bank, based in Washington ",,,
mbeubeuss-landfill-senegal,,http://www.undp.org/,,united-nations-development-program,United Nations Development Program,,UNDP,It financed the medial center for the wastepickers,"The United Nations Development Programme (UNDP) is the United Nations' global development network.

Headquartered in New York City, UNDP advocates for change and connects countries to knowledge, experience and resources to help people build a better life. It provides expert advice, training and grants support to developing countries, with increasing emphasis on assistance to the least developed countries. It promotes technical and investment cooperation among nations. The status of UNDP is that of an executive board within the United Nations General Assembly.",United States of America ,united-states-of-america,
mbeubeuss-landfill-senegal,,,,international-labor-organizatin,International Labor Organization,,ILO,Trained young wastepickers to other professional activities,,,,
dannenrod-forest-occupation-against-highway-construction,,http://www.eib.org,,european-investment-bank,European Investment Bank,,EIB,The European Investment Bank (EIB) is providing €264 million to support the construction of a 31 km section of the A49 motorway.. https://www.eib.org/en/press/news/germany-eib-support-for-construction-of-a49-motorway,,,,
sun-peaks-resort-2010-olympics-bc-canada,,https://olympics.com/ioc,,international-olympic-committee,International Olympic Committee,,IOC,,"The International Olympic Committee is the guardian of the Olympic Games and the leader of the Olympic Movement.

A truly global organisation, it acts as a catalyst for collaboration between all Olympic stakeholders, including the athletes, the National Olympic Committees, the International Federations, Organising Committees for the Olympic Games, the Worldwide Olympic Partners and Olympic broadcast partners. It also collaborates with public and private authorities including the United Nations and other international organisations.   ",Switzerland,switzerland,
the-struggle-for-land-in-the-new-clark-city-project-in-tarlac,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,Support for the NCC through loans and a biodiversity impact assessment,"The ADB is a regional development banking, funding development projects in Asian countries",,,
europe-aid,,,,europe-aid,Europe Aid,,,,,,,
kishanganga-hydro-electric-power-project-khep-india,,,,international-court-of-arbitration-at-the-hague,International Court of Arbitration at The Hague,,,,,,,
horsh-beirut,,,,municipality-of-beirut,Municipality of Beirut,,,,The municipality of Beirut is funding the project which will cost 75 million dollars,Lebanon,lebanon,
horsh-beirut,,,,egyptian-government,Egyptian Government,,,,In kind grant: medicines and staff,Egypt,egypt,
proyecto-la-ensenada-en-holbox-mexico,,,,jpmorgan,JPMorgan,,,Apoyo al proyecto,"Banco neoyorquino que apoya el proyecto,",United States of America ,united-states-of-america,
diamer-bhasha-dam-pakistan,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
diamer-bhasha-dam-pakistan,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
diamer-bhasha-dam-pakistan,,,,us-agency-for-international-development,US Agency for International Development,,USAID,,,,,
diamer-bhasha-dam-pakistan,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
remunicipalisation-energy-hamburg-germany,,https://icsid.worldbank.org/apps/ICSIDWEB/Pages/default.aspx,,international-centre-for-settlement-of-investment-disputes,International Centre for Settlement of Investment Disputes,,ICSID,,"The International Centre for Settlement of Investment Disputes (ICSID) is an international arbitration institution which facilitates legal dispute resolution and conciliation between international investors. The ICSID is a member of the World Bank Group, from which it receives funding, and is headquartered in Washington, D.C., in the United States. It was established in 1966 as an autonomous, multilateral specialized institution to encourage international flow of investment and mitigate non-commercial risks by a treaty drafted by the International Bank for Reconstruction and Development's executive directors and signed by member countries. As of 2012 there were 158 member countries contracting with and governing the ICSID. Contracting member states agree to enforce and uphold arbitral awards in accordance with the ICSID Convention. The center performs advisory activities and maintains several publications. [Wikipedia]",United States of America ,united-states-of-america,
remunicipalisation-energy-hamburg-germany,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
pangkalan-susu-coal-fired-power-plant-north-sumatra-indonesia,,http://english.eximbank.gov.cn/en/,,the-export-import-bank-of-china8,The Export-Import Bank of China,,China Exim Bank,,State owned bank.,China,china,
total-sas-anzarane-offshore-western-sahara-oil-exploitation,,http://www.ohchr.org/en/hrbodies/hrc/pages/hrcindex.aspx,,un-human-rights-council,UN Human Rights Council,,OHCHR,,,,,
total-sas-anzarane-offshore-western-sahara-oil-exploitation,,http://www.un.org/en/sc/,,un-security-council,UN Security Council,,,Leverage referendum in Western Sahara,,,,
total-sas-anzarane-offshore-western-sahara-oil-exploitation,,http://www.un.org/en/peacekeeping/missions/minurso/background.shtml,,united-nations-mission-for-the-referendum-in-western-sahara-minurso,United Nations Mission for the Referendum in Western Sahara,,MINURSO,,UN peace keeping mission,,,
total-sas-anzarane-offshore-western-sahara-oil-exploitation,,,,european-commission,European Commission ,,EC,,,,,
total-sas-anzarane-offshore-western-sahara-oil-exploitation,,http://www.au.int/,,african-union,African Union,,,,,,,
total-sas-anzarane-offshore-western-sahara-oil-exploitation,,http://ohchr.org/en/hrbodies/cescr/pages/cescrindex.aspx,,un-committee-on-economic-social-and-cultural-rights,"UN Committee on Economic, Social and Cultural Rights",,CESCR,,"The Committee on Economic, Social and Cultural Rights (CESCR) is the body of 18 independent experts that monitors implementation of the International Covenant on Economic, Social and Cultural Rights by its States parties. The Committee was established under ECOSOC Resolution 1985/17 of 28 May 1985 to carry out the monitoring functions assigned to the United Nations Economic and Social Council (ECOSOC) in Part IV of the Covenant.",,,
construction-of-the-baltic-nuclear-power-plant,,https://www.societegenerale.fr/,,societe-generale,Societe Generale,,SGA,,French multinational banking and financial services corporation. France's third largest bank by assets.,France,france,
hidro-santa-rita-monte-olivo-guatemala,,,,latin-renewables-infrastructure-fund,Latin Renewables Infrastructure Fund ,,LRIF,,"The Latin Renewables Infrastructure Fund (LRIF) is a USD 150m-target private equity fund investing in renewable energy generation projects in Latin America, primarily in Central America, and to a lesser extent in South America and the Caribbean.
The Fund is managed by REAL Infrastructure Capital Partners, a first-time fund manager led by Juan Paez and Stephen Pearlman, based in New York. ",,,
hidro-santa-rita-monte-olivo-guatemala,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
hidro-santa-rita-monte-olivo-guatemala,,,,corporacion-financiera-internacional,Corporación financiera Internacional,,CFI,,,,,
salbufera-des-grau-menorca-spain,,http://whc.unesco.org/,,unesco,"UNESCO - United Nations Educational, Scientific and Cultural Organization",,UNESCO,,"UNESCO is the United Nations Educational, Scientific and Cultural Organization. It seeks to build peace through international cooperation in Education, the Sciences and Culture. ",France,france,
baguazo,,,,tratado-de-libre-comercio,Tratado de Libre Comercio,,,,Free Trade Treaty between Peru and the United States negotiated in 2009,United States of America ,united-states-of-america,
daya-bay-nuclear-power-plant-guangdong-china,,https://www.hknuclear.com,,hong-kong-nuclear-investment-company-limited,Hong Kong Nuclear Investment Company Limited,,HKNIC ,,"The Hong Kong Nuclear Investment Company Limited (HKNIC; Chinese: 香港核電投資有限公司) is a company in Hong Kong. It is a wholly owned subsidiary company of CLP Holdings Limited. The company invests in Guangdong Nuclear Power Joint Venture Company Limited which owns the Daya Bay Nuclear Power Plant in Guangdong, supplying 25% of Hong Kong electricity demand.","Hong Kong SAR, China",hong-kong-sar-china,
intexs-mindoro-nickel-project,,https://www.sgcib.com/en/contact/,,societe-generale-corporate-investment-banking,Société Générale Corporate & Investment Banking ,,SGCIB,"finance, banking",,France,france,
mining-in-macizo-colombiano-colombia,,http://whc.unesco.org/,,unesco,"UNESCO - United Nations Educational, Scientific and Cultural Organization",,UNESCO,,"UNESCO is the United Nations Educational, Scientific and Cultural Organization. It seeks to build peace through international cooperation in Education, the Sciences and Culture. ",France,france,
comunidad-indigenatres-islas-y-mineria-ilegal-en-madre-de-dios,,,,cidh-comision-inter-americana-de-derechos-humano,"CIDH, Comisión Inter-Americana de Derechos Humano",,,,,,,
gold-and-water-rush-in-burkina-fasos-essakane-mine,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
pirin-national-park-illegal-ski-resort-bulgaria,,http://europa.eu/index_en.htm,,european-union,European Union,,EU,,Politico-economic union of 28 member states that are primarily located in Europe.,,,
anti-privatization-and-remunicipalisation-struggle-in-lagos-nigeria,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
batang-coal-mining-central-java-indonesia,,http://www.jbic.go.jp/en,,japan-bank-for-international-cooperation,Japan Bank for International Corporation,,JBIC,,,Japan,japan,
batang-coal-mining-central-java-indonesia,,https://www.ocbc.com/,,oversea-chinese-banking-corporation,Oversea-Chinese Banking Corporation,,OCBC,,"OCBC Bank has assets of more than S$521.3 billion, making it the second largest bank in Southeast Asia by assets.",Singapore,singapore,
batang-coal-mining-central-java-indonesia,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
the-skane-project,,https://www.swedishmininginnovation.se/,,swedish-mining-innovation,Swedish Mining Innovation,,SMI,SMI is giving initial funding to characterise the ore and test the POX recovery process.,"SMI outreach, innovation, networking and education activities aim to ""strengthen the competitiveness of the Swedish mining and metal extraction industry"".
",Sweden,sweden,
lesotho-highlands-water-project-lesotho,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
lesotho-highlands-water-project-lesotho,,https://www.afdb.org/en,,african-development-bank,African Development Bank,,AfDB,,The African Development Bank is a multilateral development finance institution. ] Its mission is to fight poverty and improve living conditions on the continent through promoting the investment of public and private capital in projects and programs that are likely to contribute to the economic and social development of the region.,,,
lesotho-highlands-water-project-lesotho,,https://www.dbsa.org/EN/Pages/default.aspx,,development-bank-of-south-africa,Development Bank of South Africa,,DBSA,,The Development Bank of Southern Africa (DBSA) was established in 1983 to perform a broad economic development function within the homeland constitutional dispensation that prevailed at the time.,South Africa,south-africa,
plantations-of-sugarcane-in-the-rural-settlements-of-lomitas-colombia,,www.un.org,,united-nations,United Nations ,,UN,,"The United Nations is involved in various international issues, among them being the broker peace deals with warring factions.",United States of America ,united-states-of-america,
plantations-of-sugarcane-in-the-rural-settlements-of-lomitas-colombia,,,,the-norwegian-refugee-council,The Norwegian Refugee Council,,,,,,,
