UID,global_production,price,slug,main_producers,name,type,id,description,products
iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil,,,iron-ore,,Iron ore,,21.0,,
pande-temane-natural-gas-pipeline-mozambiquesouth-africa,,,other,,Other,,57.0,,
pande-temane-natural-gas-pipeline-mozambiquesouth-africa,,,natural-gas,,Natural Gas,,29.0,,
entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru,,,other,,Other,,57.0,,
entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru,,,ecosystem-services,,Ecosystem Services,,56.0,,
entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru,,,fish,,Fish,,18.0,,
entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru,,,biological-resources,,Biological resources,,46.0,,
entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru,,,water,,Water,,45.0,,
coca-cola-and-groundwater-exploitation,,,water,,Water,,45.0,,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,,,electricity,,Electricity,,15.0,,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,,,water,,Water,,45.0,,
pollution-from-oil-refinery-in-sisak-croatia,,,crude-oil,,Crude oil,,12.0,,
oil-explosion-in-baghjan-tinsukia-assam-india,,,crude-oil,,Crude oil,,12.0,,
java-7-coal-fired-power-plant-indonesia1,,,coal,,Coal,,7.0,,
closure-of-coal-in-port-august-south-australia,,,coal,,Coal,,7.0,,
hydraulic-fracking-egypt,,,other,,Other,,57.0,,
hydraulic-fracking-egypt,,,natural-gas,,Natural Gas,,29.0,,
genetically-modified-organisms-in-turkey,,,other,,Other,,57.0,,
genetically-modified-organisms-in-turkey,,,soybeans,,Soybeans,,39.0,,
genetically-modified-organisms-in-turkey,,,meat,,Meat,,28.0,,
genetically-modified-organisms-in-turkey,,,live-animals,,Live Animals,,26.0,,
genetically-modified-organisms-in-turkey,,,corn-maize,,Corn/Maize,,10.0,,
pasta-de-conchos-mine-disaster-mexico,,,other,,Other,,57.0,,
pasta-de-conchos-mine-disaster-mexico,,,coal,,Coal,,7.0,,
bgmea-building-illegal-bangladesh,,,other,,Other,,57.0,,
al-kumma-project-and-its-implications,,,land,,Land,,23.0,,
kalwaka-gold-mine-burkina-faso,,,gold,,Gold,,20.0,,
kalwaka-gold-mine-burkina-faso,,,land,,Land,,23.0,,
trasvase-tajo-segura-spain,,,water,,Water,,45.0,,
ashio-copper-mine-japan,,,copper,,Copper,,9.0,,
idaho-maryland-gold-mine-in-grass-valley-california-usa,,,gold,,Gold,,20.0,,
idaho-maryland-gold-mine-in-grass-valley-california-usa,,,land,,Land,,23.0,,
dust-pollution-from-long-thanh-airport-construction-vietnam,,,other,,Other,,57.0,,
dust-pollution-from-long-thanh-airport-construction-vietnam,,,land,,Land,,23.0,,
carbon-black-emission-from-warri-refinery-nigeria,,,crude-oil,,Crude oil,,12.0,,
carbon-black-emission-from-warri-refinery-nigeria,,,other,,Other,,57.0,,
ancasti-se-moviliza-contra-la-mineria-de-litio,,,water,,Water,,45.0,,
ancasti-se-moviliza-contra-la-mineria-de-litio,,,lithium,,Lithium,,25.0,,
proyecto-hidroelectrico-bonyic-panama,,,land,,Land,,23.0,,
proyecto-hidroelectrico-bonyic-panama,,,electricity,,Electricity,,15.0,,
proyecto-hidroelectrico-bonyic-panama,,,water,,Water,,45.0,,
tumring-rubber-concession-kampong-thom-province-cambodia,,,land,,Land,,23.0,,
tumring-rubber-concession-kampong-thom-province-cambodia,,,rubber,,Rubber,,35.0,,
tumring-rubber-concession-kampong-thom-province-cambodia,,,timber,,Timber,,53.0,,
nuclear-waste-disposal-at-trgovska-gora-croatia,,,other,,Other,,57.0,,
nuclear-waste-disposal-at-trgovska-gora-croatia,,,uranium,,Uranium,,42.0,,
takalar-fisherfolk-against-sea-sand-mining,,,fish,,Fish,,18.0,,
takalar-fisherfolk-against-sea-sand-mining,,,sand-gravel,,"Sand, gravel",,36.0,,
hevea-plantation-in-kribi,,,rubber,,Rubber,,35.0,,
roma-community-living-on-a-formal-industrial-site-contaminated-with-mercury,,,industrial-waste,,Industrial waste,,49.0,,
roma-community-living-on-a-formal-industrial-site-contaminated-with-mercury,,,land,,Land,,23.0,,
lignite-mining-cottbus-nord-lakoma-germany,,,other,,Other,,57.0,,
lignite-mining-cottbus-nord-lakoma-germany,,,land,,Land,,23.0,,
lignite-mining-cottbus-nord-lakoma-germany,,,coal,,Coal,,7.0,,
titanium-mining-project-projeto-retiro-in-sao-jose-do-norte-rio-grande-do-sul-brasil,,,other,,Other,,57.0,,
titanium-mining-project-projeto-retiro-in-sao-jose-do-norte-rio-grande-do-sul-brasil,,,titanium-ores,,Titanium ores,,52.0,,
titanium-mining-project-projeto-retiro-in-sao-jose-do-norte-rio-grande-do-sul-brasil,,,sand-gravel,,"Sand, gravel",,36.0,,
anti-nuclear-movement-and-closure-of-nuclear-test-site-semipalatinsk-kazakhstan,,,uranium,,Uranium,,42.0,,
high-mercury-level-in-cosmetics,,,other,,Other,,57.0,,
high-mercury-level-in-cosmetics,,,manufactured-products,,Manufactured Products,,27.0,,
uruguay-no-mineria-de-hierro,,,iron-ore,,Iron ore,,21.0,,
sedano-fracking-project-bnk-petroleum-burgos,,,water,,Water,,45.0,,
rerouting-of-toplodolska-river-serbia,,,electricity,,Electricity,,15.0,,
rerouting-of-toplodolska-river-serbia,,,water,,Water,,45.0,,
kpl-conflict-karnataka-india,,,eucalyptus,,Eucalyptus,,17.0,,
revendications-of-the-gourmantche-people-on-the-pama-reserve-burkina-faso,,,other,,Other,,57.0,,
revendications-of-the-gourmantche-people-on-the-pama-reserve-burkina-faso,,,tourism-services,,Tourism services,,54.0,,
revendications-of-the-gourmantche-people-on-the-pama-reserve-burkina-faso,,,biological-resources,,Biological resources,,46.0,,
revendications-of-the-gourmantche-people-on-the-pama-reserve-burkina-faso,,,live-animals,,Live Animals,,26.0,,
tourism-expansion-and-dumped-garbage-fills-the-mount-fuji-japan,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
tourism-expansion-and-dumped-garbage-fills-the-mount-fuji-japan,,,tourism-services,,Tourism services,,54.0,,
lynas-refinery-in-kuantan,,,industrial-waste,,Industrial waste,,49.0,,
lynas-refinery-in-kuantan,,,water,,Water,,45.0,,
lynas-refinery-in-kuantan,,,rare-earth,,Rare earth elements,,73.0,,
quilomboas-of-conceicao-das-crioulass-struggle-for-land-and-water-in-salgueiro-pe-brazil,,,other,,Other,,57.0,,
quilomboas-of-conceicao-das-crioulass-struggle-for-land-and-water-in-salgueiro-pe-brazil,,,land,,Land,,23.0,,
quilomboas-of-conceicao-das-crioulass-struggle-for-land-and-water-in-salgueiro-pe-brazil,,,water,,Water,,45.0,,
cargill-agricola-port-for-soy-export-brazil,,,industrial-waste,,Industrial waste,,49.0,,
cargill-agricola-port-for-soy-export-brazil,,,soybeans,,Soybeans,,39.0,,
women-activists-against-south-mathiatis-mine-cyprus,,,gold,,Gold,,20.0,,
timber-exploitation-porto-de-moz-brazil,,,land,,Land,,23.0,,
timber-exploitation-porto-de-moz-brazil,,,timber,,Timber,,53.0,,
munduruku-indigenous-resistance-against-illegal-gold-mining,,,gold,,Gold,,20.0,,
munduruku-indigenous-resistance-against-illegal-gold-mining,,,land,,Land,,23.0,,
makah-native-american-tribe,,,other,,Other,,57.0,,
makah-native-american-tribe,,,meat,,Meat,,28.0,,
makah-native-american-tribe,,,biological-resources,,Biological resources,,46.0,,
makah-native-american-tribe,,,live-animals,,Live Animals,,26.0,,
nuclear-waste-dump-poland,,,other,,Other,,57.0,,
mainland-mine-analanjirofo-madagascar,,,other,,Other,,57.0,,
pitinga-mine-amazonas-brazil,,,other,,Other,,57.0,,
pitinga-mine-amazonas-brazil,,,land,,Land,,23.0,,
pitinga-mine-amazonas-brazil,,,uranium,,Uranium,,42.0,,
pitinga-mine-amazonas-brazil,,,water,,Water,,45.0,,
pitinga-mine-amazonas-brazil,,,rare-metals,,Rare metals,,32.0,,
pitinga-mine-amazonas-brazil,,,tantalum,,Tantalum,,71.0,,
pitinga-mine-amazonas-brazil,,,rare-earth,,Rare earth elements,,73.0,,
pitinga-mine-amazonas-brazil,,,niobium,,Niobium,,75.0,,
nuclear-power-station-in-tihange-belgium,,,electricity,,Electricity,,15.0,,
nuclear-power-station-in-tihange-belgium,,,uranium,,Uranium,,42.0,,
dandora-landfill-in-nairobi-kenya,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
dandora-landfill-in-nairobi-kenya,,,industrial-waste,,Industrial waste,,49.0,,
dandora-landfill-in-nairobi-kenya,,,recycled-metals,,Recycled Metals,,33.0,,
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,,,ecosystem-services,,Ecosystem Services,,56.0,,
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,,,land,,Land,,23.0,,
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,,,water,,Water,,45.0,,
svydovets-ski-resort,,,tourism-services,,Tourism services,,54.0,,
svydovets-ski-resort,,,land,,Land,,23.0,,
svydovets-ski-resort,,,water,,Water,,45.0,,
socially-equitable-urban-transportation-pune-india,,,other,,Other,,57.0,,
green-resources-platantions-tanzania,,,other,,Other,,57.0,,
green-resources-platantions-tanzania,,,timber,,Timber,,53.0,,
devan,,,land,,Land,,23.0,,
devan,,,water,,Water,,45.0,,
comunidad-de-huachon-against-statkraft,,,electricity,,Electricity,,15.0,,
comunidad-de-huachon-against-statkraft,,,water,,Water,,45.0,,
indramayu-coal-power-plant-west-java-indonesia,,,electricity,,Electricity,,15.0,,
indramayu-coal-power-plant-west-java-indonesia,,,coal,,Coal,,7.0,,
raid-de-himalaya-rally-india,,,tourism-services,,Tourism services,,54.0,,
kaiga-atomic-power-station-karnataka-india,,,land,,Land,,23.0,,
kaiga-atomic-power-station-karnataka-india,,,electricity,,Electricity,,15.0,,
kaiga-atomic-power-station-karnataka-india,,,uranium,,Uranium,,42.0,,
pollution-of-ergene-river-and-basin-turkey,,,other,,Other,,57.0,,
pollution-of-ergene-river-and-basin-turkey,,,land,,Land,,23.0,,
pollution-of-ergene-river-and-basin-turkey,,,wheat,,Wheat,,43.0,,
pollution-of-ergene-river-and-basin-turkey,,,chemical-products,,Chemical products,,50.0,,
pollution-of-ergene-river-and-basin-turkey,,,live-animals,,Live Animals,,26.0,,
pollution-of-ergene-river-and-basin-turkey,,,water,,Water,,45.0,,
pollution-of-ergene-river-and-basin-turkey,,,sand-gravel,,"Sand, gravel",,36.0,,
pollution-of-ergene-river-and-basin-turkey,,,sugar,,Sugar,,41.0,,
pollution-of-ergene-river-and-basin-turkey,,,rice,,Rice,,34.0,,
innovative-waste-utilization-iwu,,,other,,Other,,57.0,,
innovative-waste-utilization-iwu,,,industrial-waste,,Industrial waste,,49.0,,
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,,,eucalyptus,,Eucalyptus,,17.0,,
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,,,land,,Land,,23.0,,
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,,,cotton,,Cotton,,11.0,,
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,,,soybeans,,Soybeans,,39.0,,
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,,,meat,,Meat,,28.0,,
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,,,sugar,,Sugar,,41.0,,
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,,,cellulose,,Cellulose,,5.0,,
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,,,corn-maize,,Corn/Maize,,10.0,,
damodaram-sanjeevaiah-thermal-power-station-ap-india,,,land,,Land,,23.0,,
damodaram-sanjeevaiah-thermal-power-station-ap-india,,,natural-gas,,Natural Gas,,29.0,,
damodaram-sanjeevaiah-thermal-power-station-ap-india,,,electricity,,Electricity,,15.0,,
damodaram-sanjeevaiah-thermal-power-station-ap-india,,,coal,,Coal,,7.0,,
nathpa-jhakri-hydroelectric-project-hp-india,,,electricity,,Electricity,,15.0,,
nathpa-jhakri-hydroelectric-project-hp-india,,,water,,Water,,45.0,,
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,,,ecosystem-services,,Ecosystem Services,,56.0,,
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,,,land,,Land,,23.0,,
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,,,carbon-offsets,,Carbon offsets,,4.0,,
tata-steel-plant-kalinganagar-orissa-india,,,other,,Other,,57.0,,
tata-steel-plant-kalinganagar-orissa-india,,,iron-ore,,Iron ore,,21.0,,
uprooted-land-in-the-occupied-palestinian-territories,,,other,,Other,,57.0,,
uprooted-land-in-the-occupied-palestinian-territories,,,ecosystem-services,,Ecosystem Services,,56.0,,
uprooted-land-in-the-occupied-palestinian-territories,,,land,,Land,,23.0,,
uprooted-land-in-the-occupied-palestinian-territories,,,water,,Water,,45.0,,
uprooted-land-in-the-occupied-palestinian-territories,,,fruits-and-vegetables,,Fruits and Vegetables,,19.0,,
south-african-small-scale-fisheries-movement,,,fish,,Fish,,18.0,,
warraq-island-evictions-egypt,,,other,,Other,,57.0,,
warraq-island-evictions-egypt,,,land,,Land,,23.0,,
us-steels-clairton-coke-works,,,other,,Other,,57.0,,
us-steels-clairton-coke-works,,,recycled-metals,,Recycled Metals,,33.0,,
us-steels-clairton-coke-works,,,iron-ore,,Iron ore,,21.0,,
us-steels-clairton-coke-works,,,coal,,Coal,,7.0,,
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,,,other,,Other,,57.0,,
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,,,uranium,,Uranium,,42.0,,
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,,,lithium,,Lithium,,25.0,,
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,,,land,,Land,,23.0,,
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,,,electricity,,Electricity,,15.0,,
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,,,water,,Water,,45.0,,
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,,,electricity,,Electricity,,15.0,,
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,,,water,,Water,,45.0,,
roma-krompachy-kosice,,,copper,,Copper,,9.0,,
roma-krompachy-kosice,,,gold,,Gold,,20.0,,
roma-krompachy-kosice,,,titanium-ores,,Titanium ores,,52.0,,
roma-krompachy-kosice,,,iron-ore,,Iron ore,,21.0,,
roma-krompachy-kosice,,,aluminum-bauxite,,Aluminum/Bauxite,,1.0,,
roma-krompachy-kosice,,,lead,,Lead,,24.0,,
roma-krompachy-kosice,,,uranium,,Uranium,,42.0,,
roma-krompachy-kosice,,,zinc,,Zinc,,44.0,,
lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,,,lead,,Lead,,24.0,,
potasas-del-llobregat-catalonia,,,other,,Other,,57.0,,
potasas-del-llobregat-catalonia,,,water,,Water,,45.0,,
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,,,other,,Other,,57.0,,
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,,,water,,Water,,45.0,,
coca-cola-botteling-plant-in-dehradun-india,,,industrial-waste,,Industrial waste,,49.0,,
coca-cola-botteling-plant-in-dehradun-india,,,land,,Land,,23.0,,
coca-cola-botteling-plant-in-dehradun-india,,,chemical-products,,Chemical products,,50.0,,
coca-cola-botteling-plant-in-dehradun-india,,,water,,Water,,45.0,,
pancheswar-dam-uttarakhand-india,,,land,,Land,,23.0,,
pancheswar-dam-uttarakhand-india,,,electricity,,Electricity,,15.0,,
pancheswar-dam-uttarakhand-india,,,water,,Water,,45.0,,
minera-origen-group,,,copper,,Copper,,9.0,,
minera-origen-group,,,steel,,Steel,,40.0,,
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,,,other,,Other,,57.0,,
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,,,recycled-metals,,Recycled Metals,,33.0,,
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,,,aluminum-bauxite,,Aluminum/Bauxite,,1.0,,
1-soy-monocultures-and-land-conflicts-in-guarima,,,land,,Land,,23.0,,
1-soy-monocultures-and-land-conflicts-in-guarima,,,soybeans,,Soybeans,,39.0,,
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,,,other,,Other,,57.0,,
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,,,fish,,Fish,,18.0,,
grasim-industries-viscose-plant-india,,,other,,Other,,57.0,,
grasim-industries-viscose-plant-india,,,industrial-waste,,Industrial waste,,49.0,,
grasim-industries-viscose-plant-india,,,chemical-products,,Chemical products,,50.0,,
grasim-industries-viscose-plant-india,,,water,,Water,,45.0,,
fracking-araba-enara-spain,,,other,,Other,,57.0,,
fracking-araba-enara-spain,,,natural-gas,,Natural Gas,,29.0,,
virunga-national-park-drilling-project,,,crude-oil,,Crude oil,,12.0,,
mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,,,coal,,Coal,,7.0,,
kodungiayur-garbage-dump-site-chennai-india,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
fenix-el-estor-guatemala,,,other,,Other,,57.0,,
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,,,other,,Other,,57.0,,
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,,,corn-maize,,Corn/Maize,,10.0,,
rosia-montana-romania,,,gold,,Gold,,20.0,,
rosia-montana-romania,,,silver,,Silver,,38.0,,
zushi-green-movement-against-us-military-housing-at-ikego-heights,,,land,,Land,,23.0,,
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,,,tourism-services,,Tourism services,,54.0,,
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,,,gold,,Gold,,20.0,,
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,,,diamonds,,Diamonds,,14.0,,
construccion-tunel-de-la-linea-colombia,,,other,,Other,,57.0,,
rourkela-steel-plant-orissa-india,,,land,,Land,,23.0,,
rourkela-steel-plant-orissa-india,,,steel,,Steel,,40.0,,
val-thorens-the-natural-park-of-la-vanoise-and-the-frapna-france,,,tourism-services,,Tourism services,,54.0,,
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,,,land,,Land,,23.0,,
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,,,electricity,,Electricity,,15.0,,
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,,,coal,,Coal,,7.0,,
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,,,land,,Land,,23.0,,
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,,,water,,Water,,45.0,,
lefa-gold-mine,,,gold,,Gold,,20.0,,
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,,,crude-oil,,Crude oil,,12.0,,
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,,,natural-gas,,Natural Gas,,29.0,,
minera-las-cruces-sevilla-spain,,,copper,,Copper,,9.0,,
total-in-marseille-france,,,palm-oil,,Palm oil,,30.0,,
unrestricted-charcoal-production-in-puntland-somalia,,,charcoal,,Charcoal,,6.0,,
mina-dolores-mexico,,,other,,Other,,57.0,,
mina-dolores-mexico,,,gold,,Gold,,20.0,,
mina-dolores-mexico,,,silver,,Silver,,38.0,,
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,,,other,,Other,,57.0,,
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,,,pesticides,,Pesticides,,51.0,,
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,,,land,,Land,,23.0,,
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,,,water,,Water,,45.0,,
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,,,fruits-and-vegetables,,Fruits and Vegetables,,19.0,,
rubber-plantation,,,land,,Land,,23.0,,
rubber-plantation,,,rubber,,Rubber,,35.0,,
savannahs-lithium-extraction-conflict-in-barroso-portugal,,,land,,Land,,23.0,,
savannahs-lithium-extraction-conflict-in-barroso-portugal,,,water,,Water,,45.0,,
savannahs-lithium-extraction-conflict-in-barroso-portugal,,,lithium,,Lithium,,25.0,,
mkuju-river-uranium-mine-tanzania,,,uranium,,Uranium,,42.0,,
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,,,other,,Other,,57.0,,
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,,,iron-ore,,Iron ore,,21.0,,
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,,,water,,Water,,45.0,,
noyyal-river-basin-a-pollution-cocktail,,,land,,Land,,23.0,,
noyyal-river-basin-a-pollution-cocktail,,,water,,Water,,45.0,,
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,,,iron-ore,,Iron ore,,21.0,,
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,,,lead,,Lead,,24.0,,
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,,,zinc,,Zinc,,44.0,,
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,,,silver,,Silver,,38.0,,
desviacion-rio-rancheria-la-guajira-colombia,,,other,,Other,,57.0,,
desviacion-rio-rancheria-la-guajira-colombia,,,coal,,Coal,,7.0,,
yucca-mountain-nuclear-waste-storage-usa,,,other,,Other,,57.0,,
yucca-mountain-nuclear-waste-storage-usa,,,uranium,,Uranium,,42.0,,
monocultivo-de-palma-de-aceite-en-meta-colombia,,,palm-oil,,Palm oil,,30.0,,
waste-nuevomercurio-zacatecas-mexico,,,other,,Other,,57.0,,
waste-nuevomercurio-zacatecas-mexico,,,industrial-waste,,Industrial waste,,49.0,,
el-morro-chile,,,copper,,Copper,,9.0,,
el-morro-chile,,,gold,,Gold,,20.0,,
wu-yug-sochen-namling-dzong-tibet,,,other,,Other,,57.0,,
oil-extraction-at-numto-nature-preserve,,,crude-oil,,Crude oil,,12.0,,
oil-extraction-at-numto-nature-preserve,,,ecosystem-services,,Ecosystem Services,,56.0,,
oil-extraction-at-numto-nature-preserve,,,land,,Land,,23.0,,
oil-extraction-at-numto-nature-preserve,,,biological-resources,,Biological resources,,46.0,,
bosques-de-bahia-solano-colombia,,,other,,Other,,57.0,,
bosques-de-bahia-solano-colombia,,,land,,Land,,23.0,,
bosques-de-bahia-solano-colombia,,,timber,,Timber,,53.0,,
astro-agro-lestari-aal-indonesia,,,palm-oil,,Palm oil,,30.0,,
relleno-sanitario-parque-industrial-santodomingo-colombia,,,other,,Other,,57.0,,
almond-leaf-scorch-in-alicante,,,other,,Other,,57.0,,
oil-drilling-in-anwr-usa,,,crude-oil,,Crude oil,,12.0,,
oil-drilling-in-anwr-usa,,,land,,Land,,23.0,,
sundarban-tiger-reserve,,,tourism-services,,Tourism services,,54.0,,
sundarban-tiger-reserve,,,fish,,Fish,,18.0,,
sundarban-tiger-reserve,,,land,,Land,,23.0,,
sundarban-tiger-reserve,,,shrimps,,Shrimps,,37.0,,
mobilization-against-the-gold-mining-bombore-project-by-orezon-burkina-faso,,,gold,,Gold,,20.0,,
mobilization-against-the-gold-mining-bombore-project-by-orezon-burkina-faso,,,land,,Land,,23.0,,
rhino-poaching-in-the-balule-nature-reserve-in-south-africas-greater-kruger-national-park,,,other,,Other,,57.0,,
rhino-poaching-in-the-balule-nature-reserve-in-south-africas-greater-kruger-national-park,,,tourism-services,,Tourism services,,54.0,,
rhino-poaching-in-the-balule-nature-reserve-in-south-africas-greater-kruger-national-park,,,ecosystem-services,,Ecosystem Services,,56.0,,
rhino-poaching-in-the-balule-nature-reserve-in-south-africas-greater-kruger-national-park,,,land,,Land,,23.0,,
rhino-poaching-in-the-balule-nature-reserve-in-south-africas-greater-kruger-national-park,,,live-animals,,Live Animals,,26.0,,
shell-chevron-canalization-devastes-tsekelewu-community,,,crude-oil,,Crude oil,,12.0,,
militerization-of-yemen-ngl-gas-liquefacation-site,,,natural-gas,,Natural Gas,,29.0,,
gidawom-mining-case,,,cement,,Cement,,55.0,,
iter-reactor-france,,,other,,Other,,57.0,,
dominga,,,copper,,Copper,,9.0,,
dominga,,,iron-ore,,Iron ore,,21.0,,
multiple-gas-explosion-in-egiland-nigeria,,,other,,Other,,57.0,,
multiple-gas-explosion-in-egiland-nigeria,,,natural-gas,,Natural Gas,,29.0,,
girye-ultra-mega-power-project-maharashtra-india,,,other,,Other,,57.0,,
girye-ultra-mega-power-project-maharashtra-india,,,electricity,,Electricity,,15.0,,
girye-ultra-mega-power-project-maharashtra-india,,,coal,,Coal,,7.0,,
sierras-de-tandil,,,land,,Land,,23.0,,
sierras-de-tandil,,,sand-gravel,,"Sand, gravel",,36.0,,
vales-giant-s11d-iron-ore-project-in-carajas-para-brazil,,,iron-ore,,Iron ore,,21.0,,
toxic-waste-incinerator-in-east-liverpool-ohio-united-states,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
usina-trapiche-sirinhaem-pernambuco-brazil,,,pesticides,,Pesticides,,51.0,,
usina-trapiche-sirinhaem-pernambuco-brazil,,,ethanol,,Ethanol,,16.0,,
usina-trapiche-sirinhaem-pernambuco-brazil,,,chemical-products,,Chemical products,,50.0,,
usina-trapiche-sirinhaem-pernambuco-brazil,,,sugar,,Sugar,,41.0,,
swanson-occupation-canada,,,fish,,Fish,,18.0,,
swanson-occupation-canada,,,land,,Land,,23.0,,
swanson-occupation-canada,,,biological-resources,,Biological resources,,46.0,,
anglo-platinum-mogalakwena-mine-tailings-dam-in-limpopo-south-africa,,,other,,Other,,57.0,,
anglo-platinum-mogalakwena-mine-tailings-dam-in-limpopo-south-africa,,,rare-metals,,Rare metals,,32.0,,
lago-lleu-lleu-chile,,,other,,Other,,57.0,,
lago-lleu-lleu-chile,,,iron-ore,,Iron ore,,21.0,,
lago-lleu-lleu-chile,,,water,,Water,,45.0,,
lago-lleu-lleu-chile,,,rare-earth,,Rare earth elements,,73.0,,
lago-lleu-lleu-chile,,,vanadium,,Vanadium,,74.0,,
proposed-national-radioactive-waste-management-facility-south-australia,,,other,,Other,,57.0,,
hotel-in-la-tejita,,,tourism-services,,Tourism services,,54.0,,
hotel-in-la-tejita,,,land,,Land,,23.0,,
distruzione-e-cementificazione-del-bosco-ai-prati-di-caprara,,,ecosystem-services,,Ecosystem Services,,56.0,,
