UID,languages
cargill-agricola-port-for-soy-export-brazil,cn
cargill-agricola-port-for-soy-export-brazil,es
cargill-agricola-port-for-soy-export-brazil,fr
cargill-agricola-port-for-soy-export-brazil,en
women-activists-against-south-mathiatis-mine-cyprus,tr
women-activists-against-south-mathiatis-mine-cyprus,it
women-activists-against-south-mathiatis-mine-cyprus,ar
women-activists-against-south-mathiatis-mine-cyprus,es
women-activists-against-south-mathiatis-mine-cyprus,fr
women-activists-against-south-mathiatis-mine-cyprus,en
women-activists-against-south-mathiatis-mine-cyprus,cn
timber-exploitation-porto-de-moz-brazil,en
timber-exploitation-porto-de-moz-brazil,fr
timber-exploitation-porto-de-moz-brazil,tr
timber-exploitation-porto-de-moz-brazil,es
timber-exploitation-porto-de-moz-brazil,it
timber-exploitation-porto-de-moz-brazil,ar
timber-exploitation-porto-de-moz-brazil,cn
munduruku-indigenous-resistance-against-illegal-gold-mining,en
munduruku-indigenous-resistance-against-illegal-gold-mining,fr
munduruku-indigenous-resistance-against-illegal-gold-mining,es
munduruku-indigenous-resistance-against-illegal-gold-mining,cn
munduruku-indigenous-resistance-against-illegal-gold-mining,tr
munduruku-indigenous-resistance-against-illegal-gold-mining,ar
munduruku-indigenous-resistance-against-illegal-gold-mining,it
makah-native-american-tribe,cn
makah-native-american-tribe,en
makah-native-american-tribe,ar
makah-native-american-tribe,fr
makah-native-american-tribe,it
makah-native-american-tribe,es
makah-native-american-tribe,tr
nuclear-waste-dump-poland,ar
nuclear-waste-dump-poland,es
nuclear-waste-dump-poland,tr
nuclear-waste-dump-poland,cn
nuclear-waste-dump-poland,fr
nuclear-waste-dump-poland,it
nuclear-waste-dump-poland,en
mainland-mine-analanjirofo-madagascar,en
mainland-mine-analanjirofo-madagascar,tr
mainland-mine-analanjirofo-madagascar,it
mainland-mine-analanjirofo-madagascar,fr
mainland-mine-analanjirofo-madagascar,es
mainland-mine-analanjirofo-madagascar,cn
mainland-mine-analanjirofo-madagascar,ar
pitinga-mine-amazonas-brazil,en
pitinga-mine-amazonas-brazil,es
pitinga-mine-amazonas-brazil,tr
pitinga-mine-amazonas-brazil,cn
pitinga-mine-amazonas-brazil,it
pitinga-mine-amazonas-brazil,ar
pitinga-mine-amazonas-brazil,fr
nuclear-power-station-in-tihange-belgium,en
nuclear-power-station-in-tihange-belgium,fr
nuclear-power-station-in-tihange-belgium,cn
nuclear-power-station-in-tihange-belgium,ar
nuclear-power-station-in-tihange-belgium,it
nuclear-power-station-in-tihange-belgium,tr
nuclear-power-station-in-tihange-belgium,es
dandora-landfill-in-nairobi-kenya,en
dandora-landfill-in-nairobi-kenya,ar
dandora-landfill-in-nairobi-kenya,tr
dandora-landfill-in-nairobi-kenya,cn
dandora-landfill-in-nairobi-kenya,fr
dandora-landfill-in-nairobi-kenya,it
dandora-landfill-in-nairobi-kenya,es
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,fr
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,tr
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,es
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,cn
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,en
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,it
las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,ar
svydovets-ski-resort,it
svydovets-ski-resort,cn
svydovets-ski-resort,fr
svydovets-ski-resort,ar
svydovets-ski-resort,tr
svydovets-ski-resort,en
svydovets-ski-resort,es
socially-equitable-urban-transportation-pune-india,en
socially-equitable-urban-transportation-pune-india,tr
socially-equitable-urban-transportation-pune-india,fr
socially-equitable-urban-transportation-pune-india,it
socially-equitable-urban-transportation-pune-india,ar
socially-equitable-urban-transportation-pune-india,cn
socially-equitable-urban-transportation-pune-india,es
green-resources-platantions-tanzania,cn
green-resources-platantions-tanzania,it
green-resources-platantions-tanzania,tr
green-resources-platantions-tanzania,ar
green-resources-platantions-tanzania,it
green-resources-platantions-tanzania,fr
green-resources-platantions-tanzania,es
green-resources-platantions-tanzania,en
devan,en
devan,tr
devan,cn
devan,it
devan,fr
devan,ar
devan,es
comunidad-de-huachon-against-statkraft,en
comunidad-de-huachon-against-statkraft,tr
comunidad-de-huachon-against-statkraft,cn
comunidad-de-huachon-against-statkraft,es
comunidad-de-huachon-against-statkraft,ar
comunidad-de-huachon-against-statkraft,it
comunidad-de-huachon-against-statkraft,fr
indramayu-coal-power-plant-west-java-indonesia,tr
indramayu-coal-power-plant-west-java-indonesia,en
indramayu-coal-power-plant-west-java-indonesia,es
indramayu-coal-power-plant-west-java-indonesia,cn
indramayu-coal-power-plant-west-java-indonesia,it
indramayu-coal-power-plant-west-java-indonesia,fr
indramayu-coal-power-plant-west-java-indonesia,ar
raid-de-himalaya-rally-india,it
raid-de-himalaya-rally-india,cn
raid-de-himalaya-rally-india,tr
raid-de-himalaya-rally-india,ar
raid-de-himalaya-rally-india,es
raid-de-himalaya-rally-india,fr
raid-de-himalaya-rally-india,en
kaiga-atomic-power-station-karnataka-india,cn
kaiga-atomic-power-station-karnataka-india,tr
kaiga-atomic-power-station-karnataka-india,fr
kaiga-atomic-power-station-karnataka-india,es
kaiga-atomic-power-station-karnataka-india,en
kaiga-atomic-power-station-karnataka-india,it
kaiga-atomic-power-station-karnataka-india,ar
pollution-of-ergene-river-and-basin-turkey,en
pollution-of-ergene-river-and-basin-turkey,tr
pollution-of-ergene-river-and-basin-turkey,it
pollution-of-ergene-river-and-basin-turkey,cn
pollution-of-ergene-river-and-basin-turkey,ar
pollution-of-ergene-river-and-basin-turkey,fr
pollution-of-ergene-river-and-basin-turkey,es
innovative-waste-utilization-iwu,fr
innovative-waste-utilization-iwu,ar
innovative-waste-utilization-iwu,it
innovative-waste-utilization-iwu,cn
innovative-waste-utilization-iwu,en
innovative-waste-utilization-iwu,tr
innovative-waste-utilization-iwu,es
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,es
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,en
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,it
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,tr
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,cn
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,ar
communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,fr
damodaram-sanjeevaiah-thermal-power-station-ap-india,ar
damodaram-sanjeevaiah-thermal-power-station-ap-india,tr
damodaram-sanjeevaiah-thermal-power-station-ap-india,fr
damodaram-sanjeevaiah-thermal-power-station-ap-india,es
damodaram-sanjeevaiah-thermal-power-station-ap-india,it
damodaram-sanjeevaiah-thermal-power-station-ap-india,en
damodaram-sanjeevaiah-thermal-power-station-ap-india,cn
nathpa-jhakri-hydroelectric-project-hp-india,it
nathpa-jhakri-hydroelectric-project-hp-india,ar
nathpa-jhakri-hydroelectric-project-hp-india,en
nathpa-jhakri-hydroelectric-project-hp-india,tr
nathpa-jhakri-hydroelectric-project-hp-india,fr
nathpa-jhakri-hydroelectric-project-hp-india,es
nathpa-jhakri-hydroelectric-project-hp-india,cn
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,es
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,ar
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,tr
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,cn
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,fr
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,it
carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,en
tata-steel-plant-kalinganagar-orissa-india,it
tata-steel-plant-kalinganagar-orissa-india,es
tata-steel-plant-kalinganagar-orissa-india,tr
tata-steel-plant-kalinganagar-orissa-india,cn
tata-steel-plant-kalinganagar-orissa-india,en
tata-steel-plant-kalinganagar-orissa-india,fr
tata-steel-plant-kalinganagar-orissa-india,ar
uprooted-land-in-the-occupied-palestinian-territories,en
uprooted-land-in-the-occupied-palestinian-territories,ar
uprooted-land-in-the-occupied-palestinian-territories,cn
uprooted-land-in-the-occupied-palestinian-territories,es
uprooted-land-in-the-occupied-palestinian-territories,tr
uprooted-land-in-the-occupied-palestinian-territories,it
uprooted-land-in-the-occupied-palestinian-territories,fr
south-african-small-scale-fisheries-movement,tr
south-african-small-scale-fisheries-movement,it
south-african-small-scale-fisheries-movement,fr
south-african-small-scale-fisheries-movement,cn
south-african-small-scale-fisheries-movement,en
south-african-small-scale-fisheries-movement,es
south-african-small-scale-fisheries-movement,ar
warraq-island-evictions-egypt,cn
warraq-island-evictions-egypt,tr
warraq-island-evictions-egypt,ar
warraq-island-evictions-egypt,es
warraq-island-evictions-egypt,it
warraq-island-evictions-egypt,en
warraq-island-evictions-egypt,fr
us-steels-clairton-coke-works,fr
us-steels-clairton-coke-works,tr
us-steels-clairton-coke-works,it
us-steels-clairton-coke-works,es
us-steels-clairton-coke-works,cn
us-steels-clairton-coke-works,en
us-steels-clairton-coke-works,ar
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,it
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,en
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,ar
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,fr
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,es
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,tr
oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,cn
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,en
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,it
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,ar
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,fr
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,tr
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,es
hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,cn
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,en
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,it
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,ar
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,fr
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,tr
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,cn
hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,es
roma-krompachy-kosice,en
roma-krompachy-kosice,fr
roma-krompachy-kosice,it
roma-krompachy-kosice,es
roma-krompachy-kosice,cn
roma-krompachy-kosice,ar
roma-krompachy-kosice,tr
lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,fr
lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,ar
lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,it
lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,es
lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,en
lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,tr
lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,cn
potasas-del-llobregat-catalonia,en
potasas-del-llobregat-catalonia,es
potasas-del-llobregat-catalonia,tr
potasas-del-llobregat-catalonia,fr
potasas-del-llobregat-catalonia,ar
potasas-del-llobregat-catalonia,cn
potasas-del-llobregat-catalonia,it
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,es
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,fr
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,en
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,it
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,cn
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,ar
planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,tr
coca-cola-botteling-plant-in-dehradun-india,en
coca-cola-botteling-plant-in-dehradun-india,cn
coca-cola-botteling-plant-in-dehradun-india,tr
coca-cola-botteling-plant-in-dehradun-india,fr
coca-cola-botteling-plant-in-dehradun-india,ar
coca-cola-botteling-plant-in-dehradun-india,it
coca-cola-botteling-plant-in-dehradun-india,es
pancheswar-dam-uttarakhand-india,cn
pancheswar-dam-uttarakhand-india,fr
pancheswar-dam-uttarakhand-india,es
pancheswar-dam-uttarakhand-india,en
pancheswar-dam-uttarakhand-india,tr
pancheswar-dam-uttarakhand-india,ar
pancheswar-dam-uttarakhand-india,it
minera-origen-group,en
minera-origen-group,cn
minera-origen-group,fr
minera-origen-group,it
minera-origen-group,tr
minera-origen-group,ar
minera-origen-group,es
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,fr
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,cn
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,en
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,es
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,ar
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,it
wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,tr
1-soy-monocultures-and-land-conflicts-in-guarima,ar
1-soy-monocultures-and-land-conflicts-in-guarima,tr
1-soy-monocultures-and-land-conflicts-in-guarima,en
1-soy-monocultures-and-land-conflicts-in-guarima,it
1-soy-monocultures-and-land-conflicts-in-guarima,cn
1-soy-monocultures-and-land-conflicts-in-guarima,fr
1-soy-monocultures-and-land-conflicts-in-guarima,es
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,en
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,it
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,tr
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,ar
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,es
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,cn
operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,fr
grasim-industries-viscose-plant-india,ar
grasim-industries-viscose-plant-india,it
grasim-industries-viscose-plant-india,fr
grasim-industries-viscose-plant-india,cn
grasim-industries-viscose-plant-india,en
grasim-industries-viscose-plant-india,tr
grasim-industries-viscose-plant-india,es
fracking-araba-enara-spain,en
fracking-araba-enara-spain,ar
fracking-araba-enara-spain,it
fracking-araba-enara-spain,tr
fracking-araba-enara-spain,es
fracking-araba-enara-spain,fr
fracking-araba-enara-spain,cn
virunga-national-park-drilling-project,en
virunga-national-park-drilling-project,fr
virunga-national-park-drilling-project,tr
virunga-national-park-drilling-project,ar
virunga-national-park-drilling-project,it
virunga-national-park-drilling-project,es
virunga-national-park-drilling-project,cn
mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,cn
mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,tr
mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,fr
mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,ar
mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,es
mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,en
mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,it
kodungiayur-garbage-dump-site-chennai-india,tr
kodungiayur-garbage-dump-site-chennai-india,cn
kodungiayur-garbage-dump-site-chennai-india,ar
kodungiayur-garbage-dump-site-chennai-india,fr
kodungiayur-garbage-dump-site-chennai-india,en
kodungiayur-garbage-dump-site-chennai-india,it
kodungiayur-garbage-dump-site-chennai-india,es
fenix-el-estor-guatemala,cn
fenix-el-estor-guatemala,es
fenix-el-estor-guatemala,fr
fenix-el-estor-guatemala,en
fenix-el-estor-guatemala,ar
fenix-el-estor-guatemala,tr
fenix-el-estor-guatemala,it
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,en
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,it
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,es
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,fr
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,tr
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,cn
guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,ar
rosia-montana-romania,cn
rosia-montana-romania,it
rosia-montana-romania,fr
rosia-montana-romania,tr
rosia-montana-romania,es
rosia-montana-romania,ar
rosia-montana-romania,en
zushi-green-movement-against-us-military-housing-at-ikego-heights,es
zushi-green-movement-against-us-military-housing-at-ikego-heights,en
zushi-green-movement-against-us-military-housing-at-ikego-heights,tr
zushi-green-movement-against-us-military-housing-at-ikego-heights,it
zushi-green-movement-against-us-military-housing-at-ikego-heights,ar
zushi-green-movement-against-us-military-housing-at-ikego-heights,cn
zushi-green-movement-against-us-military-housing-at-ikego-heights,fr
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,en
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,ar
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,cn
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,es
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,fr
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,tr
comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,it
construccion-tunel-de-la-linea-colombia,en
construccion-tunel-de-la-linea-colombia,tr
construccion-tunel-de-la-linea-colombia,ar
construccion-tunel-de-la-linea-colombia,cn
construccion-tunel-de-la-linea-colombia,es
construccion-tunel-de-la-linea-colombia,fr
construccion-tunel-de-la-linea-colombia,it
rourkela-steel-plant-orissa-india,it
rourkela-steel-plant-orissa-india,es
rourkela-steel-plant-orissa-india,fr
rourkela-steel-plant-orissa-india,ar
rourkela-steel-plant-orissa-india,en
rourkela-steel-plant-orissa-india,tr
rourkela-steel-plant-orissa-india,cn
val-thorens-the-natural-park-of-la-vanoise-and-the-frapna-france,en
val-thorens-the-natural-park-of-la-vanoise-and-the-frapna-france,cn
val-thorens-the-natural-park-of-la-vanoise-and-the-frapna-france,it
val-thorens-the-natural-park-of-la-vanoise-and-the-frapna-france,fr
val-thorens-the-natural-park-of-la-vanoise-and-the-frapna-france,es
val-thorens-the-natural-park-of-la-vanoise-and-the-frapna-france,tr
val-thorens-the-natural-park-of-la-vanoise-and-the-frapna-france,ar
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,cn
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,it
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,tr
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,ar
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,es
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,en
bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,fr
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,en
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,fr
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,cn
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,tr
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,ar
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,it
impact-of-the-wall-surrounding-the-city-of-qalqilya-affecting-orchards,es
lefa-gold-mine,en
lefa-gold-mine,ar
lefa-gold-mine,cn
lefa-gold-mine,es
lefa-gold-mine,it
lefa-gold-mine,tr
lefa-gold-mine,fr
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,cn
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,ar
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,es
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,tr
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,fr
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,it
hydrocarbon-extraction-a-threat-to-livelihood-in-neduvasal-pudukkottai-district-cauvery-delta,en
minera-las-cruces-sevilla-spain,es
minera-las-cruces-sevilla-spain,it
minera-las-cruces-sevilla-spain,en
minera-las-cruces-sevilla-spain,tr
minera-las-cruces-sevilla-spain,cn
minera-las-cruces-sevilla-spain,fr
minera-las-cruces-sevilla-spain,ar
total-in-marseille-france,cn
total-in-marseille-france,it
total-in-marseille-france,es
total-in-marseille-france,tr
total-in-marseille-france,ar
total-in-marseille-france,fr
total-in-marseille-france,en
unrestricted-charcoal-production-in-puntland-somalia,tr
unrestricted-charcoal-production-in-puntland-somalia,fr
unrestricted-charcoal-production-in-puntland-somalia,es
unrestricted-charcoal-production-in-puntland-somalia,en
unrestricted-charcoal-production-in-puntland-somalia,ar
unrestricted-charcoal-production-in-puntland-somalia,cn
unrestricted-charcoal-production-in-puntland-somalia,it
mina-dolores-mexico,it
mina-dolores-mexico,fr
mina-dolores-mexico,es
mina-dolores-mexico,ar
mina-dolores-mexico,en
mina-dolores-mexico,cn
mina-dolores-mexico,tr
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,en
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,cn
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,ar
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,fr
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,es
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,it
pesticide-acute-poisoning-in-tomatoes-plantations-in-corrientes-argentina,tr
rubber-plantation,tr
rubber-plantation,cn
rubber-plantation,ar
rubber-plantation,es
rubber-plantation,it
rubber-plantation,en
rubber-plantation,fr
savannahs-lithium-extraction-conflict-in-barroso-portugal,en
savannahs-lithium-extraction-conflict-in-barroso-portugal,tr
savannahs-lithium-extraction-conflict-in-barroso-portugal,it
savannahs-lithium-extraction-conflict-in-barroso-portugal,cn
savannahs-lithium-extraction-conflict-in-barroso-portugal,fr
savannahs-lithium-extraction-conflict-in-barroso-portugal,ar
savannahs-lithium-extraction-conflict-in-barroso-portugal,es
mkuju-river-uranium-mine-tanzania,es
mkuju-river-uranium-mine-tanzania,en
mkuju-river-uranium-mine-tanzania,fr
mkuju-river-uranium-mine-tanzania,tr
mkuju-river-uranium-mine-tanzania,it
mkuju-river-uranium-mine-tanzania,cn
mkuju-river-uranium-mine-tanzania,ar
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,cn
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,fr
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,es
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,tr
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,en
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,it
the-city-of-sirjan-between-water-conflict-for-dried-pistachio-trees-and-golgohar-iron-mine-iran,ar
noyyal-river-basin-a-pollution-cocktail,tr
noyyal-river-basin-a-pollution-cocktail,es
noyyal-river-basin-a-pollution-cocktail,en
noyyal-river-basin-a-pollution-cocktail,cn
noyyal-river-basin-a-pollution-cocktail,fr
noyyal-river-basin-a-pollution-cocktail,it
noyyal-river-basin-a-pollution-cocktail,ar
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,it
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,tr
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,cn
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,fr
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,en
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,es
dano-ambiental-en-sierra-minera-y-bahia-de-portman-smm-penarroya-espana-region-de-murcia-espana,ar
desviacion-rio-rancheria-la-guajira-colombia,en
desviacion-rio-rancheria-la-guajira-colombia,cn
desviacion-rio-rancheria-la-guajira-colombia,ar
desviacion-rio-rancheria-la-guajira-colombia,es
desviacion-rio-rancheria-la-guajira-colombia,tr
desviacion-rio-rancheria-la-guajira-colombia,it
desviacion-rio-rancheria-la-guajira-colombia,fr
yucca-mountain-nuclear-waste-storage-usa,en
yucca-mountain-nuclear-waste-storage-usa,tr
yucca-mountain-nuclear-waste-storage-usa,fr
yucca-mountain-nuclear-waste-storage-usa,ar
yucca-mountain-nuclear-waste-storage-usa,cn
yucca-mountain-nuclear-waste-storage-usa,it
yucca-mountain-nuclear-waste-storage-usa,es
monocultivo-de-palma-de-aceite-en-meta-colombia,en
monocultivo-de-palma-de-aceite-en-meta-colombia,it
monocultivo-de-palma-de-aceite-en-meta-colombia,tr
monocultivo-de-palma-de-aceite-en-meta-colombia,ar
monocultivo-de-palma-de-aceite-en-meta-colombia,cn
monocultivo-de-palma-de-aceite-en-meta-colombia,fr
monocultivo-de-palma-de-aceite-en-meta-colombia,es
waste-nuevomercurio-zacatecas-mexico,en
waste-nuevomercurio-zacatecas-mexico,fr
waste-nuevomercurio-zacatecas-mexico,it
waste-nuevomercurio-zacatecas-mexico,cn
waste-nuevomercurio-zacatecas-mexico,tr
waste-nuevomercurio-zacatecas-mexico,es
waste-nuevomercurio-zacatecas-mexico,ar
el-morro-chile,es
el-morro-chile,en
el-morro-chile,fr
el-morro-chile,it
el-morro-chile,ar
el-morro-chile,tr
el-morro-chile,cn
wu-yug-sochen-namling-dzong-tibet,cn
wu-yug-sochen-namling-dzong-tibet,en
wu-yug-sochen-namling-dzong-tibet,ar
wu-yug-sochen-namling-dzong-tibet,es
wu-yug-sochen-namling-dzong-tibet,fr
wu-yug-sochen-namling-dzong-tibet,tr
wu-yug-sochen-namling-dzong-tibet,it
