UID,updated_at,slug,name,locale,id,headline
pdvsa-y-escasez-de-agua-en-san-diego-de-cabrutica,2022-05-02,pdvsa-y-escasez-de-agua-en-san-diego-de-cabrutica,"PDVSA y escasez de agua en la Faja Petrolífera del Orinoco, Venezuela",en,2430,La explotación de la Faja Petrolífera del Orinoco ha traído muy pocos beneficios y sí muchos males a la población de la zona. Por años la empresa no ha tenido la capacidad para contribuir a mejorar la provisión de servicios esenciales como el agua potable
land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,2022-05-02,land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,"Land grabbing and TIAA pension fund speculation in southern Maranhão and Piauí, Brazil",en,5091,"US and EU pension funds such as those managed by TIAA have been increasingly investing in soy farms in Brazil's Matopiba region, where speculation with grabbed land has driven land conflict, deforestation, and threats against traditional communities."
construccion-de-torres-electricas-en-parques-naturales-barbas-bremen-y-la-marcada-colombia,2022-01-04,construccion-de-torres-electricas-en-parques-naturales-barbas-bremen-y-la-marcada-colombia,"Construcción de torres eléctricas en parques naturales Barbas Bremen y La Marcada, Colombia",en,2140,Transmission towers to be built in natural park at the centre of communities' protests for impacts on forests (deforestation) and on waters (disruption of forest ecosystems)
jaypee-cement-plant-in-hp-india,2021-10-14,jaypee-cement-plant-in-hp-india,"Jaypee Cement Plant in HP, India",en,2073,"Among the main cement producers in India, Jaypee was found guilty of indulging in 'blatant falsehoods' in acquiring the requisite clearances, while people mobilize for heavy health impacts of the cement industry"
order-81s-effect-on-agriculture,2022-01-04,order-81s-effect-on-agriculture,"Order 81's Effect on Iraqi Agriculture, Iraq",en,3671,"Following the invasion of Iraq, the U.S. issued Order 81, prohibiting farmers from saving seeds. This devastated the agriculture sector by creating a reliance on corporations despite  financial, environmental, and socio-economic risks and consequences."
azura-edo-independent-power-project-impacts-community-people-in-edo-state,2022-05-02,azura-edo-independent-power-project-impacts-community-people-in-edo-state,"Azura-Edo Independent Power Project Impacts Community People in Edo State, Nigeria",en,1468,
mina-de-grupo-mexico-en-el-valle-de-los-cirios-baja-california-mexico,2022-09-13,mina-de-grupo-mexico-en-el-valle-de-los-cirios-baja-california-mexico,"Mina “El Arco” de Grupo México en El Valle de los Cirios, Baja California, México",en,6085,"El Valle de los Cirios es un Área Natural Protegida. No obstante, Grupo México obtuvo concesiones  para su mega proyecto minero, que devastará el ambiente y medios de vida de miles de personas. "
stewart-air-national-guard-base-pfa-contamination-of-city-of-newburghs-primary-water-source-washington-lake,2023-06-11,stewart-air-national-guard-base-pfa-contamination-of-city-of-newburghs-primary-water-source-washington-lake,"Stewart ANGB PFA contamination of City of Newburgh's primary drinking water source, NY, US",en,6172,PFA contamination was identified within the city’s primary drinking source (Lake Washington). Citizens claim stricter regulation of PFAS by the EPA and legislation to hold PFA manufacturers and consumers accountable. 
bhopal-gas-tragedy-india,2023-07-18,bhopal-gas-tragedy-india,"Bhopal gas tragedy, India",en,465,"The biggest industrial disaster in the last 40 years in India, chronic diseases, malformations, death, severe contamination. Affected people only going to receive 500 dollars compensation from the Dow Chemical company."
sompeta-power-plant,2022-05-02,sompeta-power-plant,"Sompeta Coal Power Plant, AP, India",en,1591,The inspiring story of the anti-coal village in India and villagers defeating the logic that coal is a necessity to power their homes. 
illegal-sand-mining-in-the-chakki-riverbed-himachal-pradesh,2021-10-14,illegal-sand-mining-in-the-chakki-riverbed-himachal-pradesh,"Illegal Sand Mining in the Chakki riverbed, Himachal Pradesh, India",en,2611,"Illegal sand mining, ecological degradation, and the mining mafia in Himachal Pradesh."
keystone-xl-in-nebraska,2022-05-02,keystone-xl-in-nebraska,"Opposition to Keystone XL in Nebraska, United States",en,3161,"In November 2017 Nebraska approves Keystone XL 'Alternative Mainland' Route despite 210,000 Gallon Oil Spill from the Keystone Pipeline In South Dakota days before."
jalaur-river-mega-dam-project-philippines,2022-04-25,jalaur-river-mega-dam-project-philippines,"Jalaur River Multi-Purpose Project (JRMPP) Phase II Dam, Iloilo, Philippines",en,1988,"A “mega” dam in terms of economic costs, social and environmental impacts, but with few benefits, mainly for a small elite. Tumandok indigenous leaders and activists opposing the project are been killed."
nemmeli-desalination-plant,2021-10-14,nemmeli-desalination-plant,"Nemmeli Desalination Plant, Tamil Nadu, India",en,4189,"100 MLD Nemmeli Desalination plant  was introduced as solution to Chennai's drinking water shortage. Since its inauguration, fishers living close to the plant complained against environmental damage, coastal erosion and land use change."
tau-taa-wana-indigenous-vs-pt-ksl-oil-palm-company-sulawesi-indonesia,2021-03-17,tau-taa-wana-indigenous-vs-pt-ksl-oil-palm-company-sulawesi-indonesia,"Tau Taa Wana indigenous land grabbed by PT KSL, Central Sulawesi, Indonesia",en,3379,"The common lands of Tau Taa Wana, which constituted an important part of the people's livelihoods, was developed into plantations by PT KLS in 1997-1998. The company has not yet fulfilled promises of compensation to the community. "
atotonilco-de-tula-vs-incineracion-de-residuos-solidos-urbanos-en-la-planta-de-cemex-atotonilco,2022-11-16,atotonilco-de-tula-vs-incineracion-de-residuos-solidos-urbanos-en-la-planta-de-cemex-atotonilco,"Atotonilco de Tula y la planta de Cemex, Mexico",en,1899,Incineraciones de residuos sólidos urbanos en la planta cementera de CEMEX provocan afectaciones socioambientales. 
lin-yuan-eventtaiwan,2021-10-14,lin-yuan-eventtaiwan,"Linyuan Industrial Park, Kaohsiung, Taiwan",en,3614,"In 1988, a pollution incident - also known as the Linyuan incident -  gave rise to a mass protest in which victims barricaded the industrial park for three weeks, practically shutting down Taiwan’s petrochemical supply."
yaigoje-apaporis,2023-07-18,yaigoje-apaporis,"Yaigojé, Apaporis minas de oro, Colombia",en,1556,
cobre-en-el-valle-de-putaendo-proyecto-vizcachitas,2022-10-26,cobre-en-el-valle-de-putaendo-proyecto-vizcachitas,"Las Vizcachitas Mining Project, Chile",en,5641,"In the Putaendo Valley, the local population opposes the Vizcachitas mining project, of the Canadian company Los Andes Copper, due to the socio-environmental impacts it will cause."
dojura-choco-colombia,2023-07-18,dojura-choco-colombia,"Dojura, Chocó, Colombia",en,1143,
shingle-mountain,2021-10-14,shingle-mountain,"Toxic Waste dumping in Shingle Mountain, Dallas, Texas",en,5497,Shingle Mountain and the Struggle Against Environmental Racism and Illegal Dumping in Dallas
reforestation-by-fondation-seguin-in-haiti,2022-04-26,reforestation-by-fondation-seguin-in-haiti,"Reforestation project by Fondation Seguin in the Parc National La Visite, Haiti",en,5095,The reforestation project in the Parc National de La Visite in Haïti by the Fondation Seguin led to the bloody eviction of local communities 
struggle-for-community-rights-in-the-protected-areas-of-biligiri-ranganatha-temple-brt-india,2021-10-14,struggle-for-community-rights-in-the-protected-areas-of-biligiri-ranganatha-temple-brt-india,"Struggle for community rights in the Protected Areas of Biligiri Ranganatha Swami Temple (BRT), India",en,4266,The Soligas tribes successfully fought for the recognition of their community rights within the BRT wildlife sanctuary. They have developed a collective management plan for the conservation of the BRT biodiversity. 
marmara-lake-endangered-ecosystem-turkey,2022-05-02,marmara-lake-endangered-ecosystem-turkey,"Marmara Lake endangered ecosystem, Turkey",en,1045,
chumbivilcas-against-hudbay-peru,2023-08-06,chumbivilcas-against-hudbay-peru,"Minister of Hudbay in the Constancia Project, Peru",en,2289,"The Hudbay company and the government promote 'green' mining for energy transition and electric cars. However, local villagers continue to live the patterns of dispossession, pollution, criminalization and lack of information."
graphite-mining-in-ambohitsy-haut-madagascar,2023-08-15,graphite-mining-in-ambohitsy-haut-madagascar,"Maniry graphite project in Ambohitsy Haut, Madagascar",en,6385,"Villagers in the Maniry commune in Southern Madagascar risk being displaced because of graphite mining  by Australian company Evion. The region is rich in graphite flakes, but it suffers severe droughts and food insecurity. "
presa-las-cruces-nayarit-afectacion-de-pueblos-coras-o-nayeri,2023-06-14,presa-las-cruces-nayarit-afectacion-de-pueblos-coras-o-nayeri,"Presa Las Cruces Nayarit, Mexico",en,2334,Las Cruces would be a large hydroelecric dam in the San Pedro River in Nayarit build by CFE and CONAGUA. There has been strong opposition. The project is stalled.
frances-double-jeux-of-destabilization-and-militarization-in-malis-oil-rich-taoudeni-bassin,2023-08-05,frances-double-jeux-of-destabilization-and-militarization-in-malis-oil-rich-taoudeni-bassin,"Oil, gas, jihadism and militarization in the Taoudeni Basin, Mali",en,2806,"The ‘second front war on terror' in the Sahara is building alongside a growing number of multinationals hoping to extract oil and gas reserves of Mali and Mauritania, and strong French military presence."
campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,2022-04-29,campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,"Producción a larga escala de aguacates en Peribán, Michoacán, Mexico",en,5120,"El cultivo del aguacate en Michoacán ha crecido de manera exponencial generando costos ambientales y de salud en las comunidades donde se instala. El uso deregulado de cañones antigranizo aleja la lluvia, afectando a los demás campaesinos y campesinas."
refinaria-presidente-bernardes-vale-da-morte-cubatao-sao-paulo-brazil,2023-07-25,refinaria-presidente-bernardes-vale-da-morte-cubatao-sao-paulo-brazil,"Refinaria Presidente Bernardes “Vale da Morte”, Cubatão, São Paulo, Brazil",en,3983,"In the late 1950s, the Brazilian government created an industrial center. Companies were invited to build factories without environmental restrictions. Due to this, Cubatão became one of the most polluted areas in the world."
planned-shell-ultra-city-in-johannesburg-south-africa,2021-10-14,planned-shell-ultra-city-in-johannesburg-south-africa,"Planned Shell Ultra City in Johannesburg, South Africa",en,5079,"Mariette Liefferink successfully won a campaign in 2002 shutting down Shell's attempt to build two petrol stations in her neighborhood of Bryanston, Johannesburg."
giza-north-power-plant-egypt,2022-09-29,giza-north-power-plant-egypt,"Giza North power plant, Egypt",en,169,
hydrocarbon-extraction-by-oil-and-natural-gas-corporation-ongc-kathiramnagalam-tamil-nadu,2021-10-14,hydrocarbon-extraction-by-oil-and-natural-gas-corporation-ongc-kathiramnagalam-tamil-nadu,"Oil spill by ONGC , Kathiramnagalam,  Cauvery delta, TN, India",en,3038,"Protests against ONGC, after groundwater was affected. There was police repression. Protest methods included a community kitchen and using firewood instead of the LPG supplied by ONGC. "
the-farm-of-a-thousand-cows,2021-10-14,the-farm-of-a-thousand-cows,"The CAFO-like “farm of a thousand cows”, France",en,3404,"The first hyper big farm is in project, in a single 1000 cow + 750 calf unit. Opposition from the Confédération Paysanne, Novissen, and other groups, was repressed and some activists brought to court. Stopped by 2021. "
proyecto-turistico-nuevo-vallarta-mexico,2022-05-22,proyecto-turistico-nuevo-vallarta-mexico,"Proyecto turístico Nuevo Vallarta, México",en,6022,"Durante cuatro décadas la implementación y expansión del proyecto turístico Nuevo Vallarta en las costas del pacífico, ha ocasionado despojo territorial y desplazamiento de poblaciones. La lucha por la justicia ambiental continúa."
rancho-seco-nuclear-generating-station,2021-10-14,rancho-seco-nuclear-generating-station,"Rancho Seco nuclear power station, closed down by referendum in 1989, California, United States",en,2894,"Residents of Sacramento, California, voted in June 1989 to shut down a 913 MW nuclear power plant, the first time voters decided to close a working reactor. The reasons were economic and environmental."
takovo-mora,2023-04-25,takovo-mora,"Takovo Mora , Santa Cruz, Bolivia",en,2098,"Oil exploration in Guarani indigenous territory without their consent, leading to a blockade of the road Santa Cruz - Camiri."
hanhikivi-nuclear-power-plant-pyhajoki-finland,2021-10-14,hanhikivi-nuclear-power-plant-pyhajoki-finland,"Hanhikivi Nuclear Power Plant, Pyhäjoki, Finland",en,420,"The Russian-built 1,200 MX project has suffered long delays. It threatens wildlife, it is politically divisive in Finland, and it is very expensive. "
dona-ines-de-collahuasi-chile,2022-01-04,dona-ines-de-collahuasi-chile,"Minera de cobre Doña Inés de Collahuasi, Chile",en,758,
hul-12-small-hydropower-project-hp-india,2022-05-02,hul-12-small-hydropower-project-hp-india,"Hul 1&2 small hydropower projects, HP, India",en,1871,Small but not so beautiful; stiff opposition to small hydelprojects in Western Himalayas bring plans to a halt. Are small size projects always less harmful than large ones? 
il-nodo-ferroviario-alta-velocita-di-firenze,2022-04-25,il-nodo-ferroviario-alta-velocita-di-firenze,El nudo de ferrocarril de alta velocidad en Florencia,es,4614,"Un TAV subterráneo amenaza a Florencia que, en línea con las grandes obras italianas, tiene una parte de investigación de los fabricantes y crea un importante impacto ambiental."
el-trasvase-de-las-aguas-del-lago-de-valencia,2022-05-02,el-trasvase-de-las-aguas-del-lago-de-valencia,"Trasvase de agua desde el Lago de Valencia, Venezuela",en,2346,Water transfer from Lake Valencia that will pollute the reservoirs of several of the most populous cities of Venezuela. Potential consequences for millions of people.
gazprom-neft-halabja-block,2021-10-14,gazprom-neft-halabja-block,"Gazprom Neft in Halabja Block, Iraq",en,1750,"""We don't give water for oil""; scientists and environmentalists state that “scientific evidence shows work conducted by this company is lethal and damages the environment, air, water wells and springs - and such changes are irreversible”"
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,2022-05-02,namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,"Namibia Agriculture and Renewables / CAPARO farming project in Caprivini, Namibia ",en,121,
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,2022-05-02,m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,"Coal mining and livelihood impacts in Zhanggou Village, Xinzheng, Henan, China",en,4320,Coal mining and over-exploitation of deposits resulted in multiple social-political problems at Zhanggou Village of XinZheng City in Henan Province.
mauritanias-offshore-oil-production,2023-08-05,mauritanias-offshore-oil-production,Offshore petroleum threatens fishing livelihoods and marine biodiversity in Mauritania,en,2876,"Offshore oil and gas development is advancing as the result of autocratic governmental policies and in disregard for Mauritania’s biological marine ecosystems,  necessary to the country’s fishing trade."
general-iron,2022-11-29,general-iron,"Chicago recycling business General Iron to relocate to South East Side, USA",en,5724,A polluting facility is being sent to a low-income community of color to allow the construction of a development that will benefit an already affluent area
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,2023-08-05,post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,"Local LGBTQI  struggles for post-disaster recovery turn into the Climate Change and Human Rights Inquiry against “Carbon Mayors”, The Philippines",en,5337,"Typhoon Yolanda converted Arthur,  a transgender woman from Tocablan City (Leyte, Philippines) into an activist and a leader for human rights and environmental justice."
sanitary-sewage-on-varna-beach-bulgaria,2021-10-14,sanitary-sewage-on-varna-beach-bulgaria,"Sanitary sewage on Varna beach, Bulgaria",en,331,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,2022-05-02,welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,"Welspun Energy Thermal Power Plant at Mirzapur, Uttar Pradesh",en,1484,
arctic-diesel-leak-in-norilsk-russia,2021-10-14,arctic-diesel-leak-in-norilsk-russia,"Arctic Oil Spill in Norilsk, Russia",en,5093,"Because of bad maintence and permafrost melting 20,000 tonnes of oil leaked into a river within the Arctic Circle  from an electric plant supplying the largest Russian mining company. Rivers may take a decade to clean. "
northwest-florida-beaches-airport,2022-05-02,northwest-florida-beaches-airport,"Northwest Florida Beaches Airport, USA",en,4887,"Construction of a new airport on wetlands, in spite of six environmental lawsuits, caused a decline in habitat and water quality. A private landowner stands to benefit from industrial, retail and hotel development on land its owns around the airport."
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,2022-04-25,contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,"Contaminación por relleno sanitario en comunidad de Puerto Rico, Nueva Loja, Ecuador",en,2159,"A waste dump near Lago Agrio in the Amazoon of Ecuador, accepting municipal waste and also industrial and oil residues. Neighbours complained and were repressed."
almost-a-hundred-roma-set-up-camp-alongside-the-m50-motorway-and-ended-up-being-deported-in-dublin-ireland,2022-05-02,almost-a-hundred-roma-set-up-camp-alongside-the-m50-motorway-and-ended-up-being-deported-in-dublin-ireland,"Roma eviction in Dublin, Ireland",en,5476,"Approximately a hundred Roma had to settle in a flooding basin next to the M50 motorway in Dublin, Ireland back in 2007 and were later deported back to Romania since the Irish state did not provide any opportunities for them to stay. "
east-river-park,2023-02-02,east-river-park,"East River Park, NY, USA",en,6125,"Manhattan's Lower East Side community rejects the destruction of East River Park. ""At a time when our community is faced with multiple threats unfolding daily from the climate emergency, it is delusional to believe that building a wall will save us."""
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,2022-05-02,rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,"Mina Pucamarca y riesgo de contaminación del Río Usuchuma, Perú",en,2125,"Una mina de oro en la frontera chileno-peruana es reconocida por sus altos estandartes ambientales por las empresas. Pero según las poblaciones fronterizas, amenaza los recursos hídricos del rio."
lafarge-cement,2022-04-25,lafarge-cement,"Greenfield Cement Plant by Lafarge, HP, India",en,2027,The Indian subsidiary of the cement giant plans one more plant in Himachal Pradesh. But the area is already witnessing unaccountable hydropower development; the connection of frenzied growth-oriented sectors but also of local struggles and resistances
tolda-fria,2021-10-14,tolda-fria,"Tolda Fría gold mining, Colombia",en,2254,"Exploited for gold extraction since last century by artisanal miners, the area is targeted by large mining companies. Local opposition is starting organizing"
forbifart-stockholm-sweden,2022-05-02,forbifart-stockholm-sweden,"Förbifart Stockholm, Sweden",en,423,
subernarekha-multipurpose-project-icha-dam-jharkhand-india,2022-04-25,subernarekha-multipurpose-project-icha-dam-jharkhand-india,"Subernarekha multipurpose Project (Icha Dam), Jharkhand, India ",en,1306,
naameh-landfill-lebanon,2021-10-14,naameh-landfill-lebanon,"Naameh Landfill, Lebanon",en,2452,"The Naameh landfill, which operated for around 20 years and served as a dumpsite for most of the trash produced in Beirut and Mount Lebanon, was forcefully shut down by activists, giving rise to the ongoing garbage crisis in Lebanon"
electrical-highway-in-northeast-catalonia-spain,2021-10-14,electrical-highway-in-northeast-catalonia-spain,"Electrical Highway in Northeast Catalonia, Spain",en,82,
puente-vehicular-periferico-oriente,2022-05-02,puente-vehicular-periferico-oriente,"Puente Vehicular Periférico Oriente in Xochimilco, Mexico",en,5504,Colectivos del pueblo originario de Xochimilco en defensa de un área natural protegida y Patrimonio Cultural de la Humanidad
itai-itai,2022-05-02,itai-itai,"Itai-Itai disease,  Toyama prefecture, Japan",en,2484,"The outbreak of itai-itai disease, a painful chronic cadmium poisoning, took place along the Jinzū River for many decades. The cause of the disease was discharge from the Kamioka zinc mine belonging to Mitsui Mining and Smelting Co. "
displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,2022-05-02,displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,"La Chureca dumpsite enclosure, Managua, Nicaragua",en,4986,"Giant dump La Chureca -  historically serving as an urban commons and sustaining 2,000 families - became modernized in the name of sustainable development. Waste pickers since then struggle for inclusion in the recycling sector and against displacement."
baquio-dam-failure-henan-china,2021-10-14,baquio-dam-failure-henan-china,"Banqiao dam failure in 1975, Henan, China",en,2842,"The Banqiao Reservoir Dam in Henan province failed in 1975 caused more casualties than any other dam failure in history at an estimated 230,000 deaths and 11 million displaced. The dam was later rebuilt."
mossville-louisiana-environmental-racism-united-states,2023-07-03,mossville-louisiana-environmental-racism-united-states,"Mossville, Louisiana: environmental racism in “cancer alley”, United States",en,3424,"Mossville was one early settlement of free blacks since 1790. After the 1940s Mossville became surrounded by industrial plants, making it ""the most polluted corner of the most polluted region in one of the most polluted states in the USA""."
shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,2022-05-02,shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,"Shandong Silver Hawk Chemical Fiber Co., Ltd., Viscose Plant, China ",en,3196,Viscose plant causes heavy air pollution; suspected of discharging untreated wastewater into nearby river. Local residents complain but continue to suffer from pollution for years. 
el-naranjal-veracruz-mexico,2021-10-14,el-naranjal-veracruz-mexico,"Hidroeléctrica El Naranjal, Veracruz,  Mexico",en,2287,"A 370 MW hydrolectric project is opposed by local inhabitants. A local leader, Noé Vázquez, was killed in 2013, when a MAPDER meeting was about to start. "
coal-fired-thermal-power-plant-in-porto-romano-albania,2021-10-14,coal-fired-thermal-power-plant-in-porto-romano-albania,"Coal Fired Thermal Power Plant in Porto Romano, Albania",en,1436,
bujagali-hydropower-project-uganda,2022-04-25,bujagali-hydropower-project-uganda,"Bujagali hydropower project, Uganda",en,156,
acid-tar-ponds-in-incukalns-latvia,2022-05-02,acid-tar-ponds-in-incukalns-latvia,"Acid Tar ponds in Incukalns, Latvia",en,3373,"Two sulfuric acid-tar waste disposal pits located near to one of Latvia's largest rivers threatens the environment and people's health. A legacy from the Soviet industrialization, but now no one is made responsable for that"
reserva-forestal-imataca-region-guayana-de-venezuela,2023-07-18,reserva-forestal-imataca-region-guayana-de-venezuela,"Reserva Forestal Imataca, Región Guayana de Venezuela",en,2460,"Exploitation of gold, extraction of wood in indigenous terriories threaten since 1963 the Imataca Forest Reserve of 3.5 million hectares to the South of the Orinoco River delta.  "
floricultura-en-la-sabana-de-bogota-colombia,2022-05-02,floricultura-en-la-sabana-de-bogota-colombia,"Floricultura en la Sabana de Bogotá, Colombia",en,1225,
proyecto-gramalote-antioquia-colombia,2022-05-02,proyecto-gramalote-antioquia-colombia,"Proyecto Gramalote, Antioquia, Colombia",en,693,
gmos-ban-croatia,2021-10-14,gmos-ban-croatia,"GMOs ban, Croatia",en,2619,"Thanks to Zelena Akcija (Green Action- Friends of the Earth Croatia)  and other organizations, Croatia remains part of a group of the EU member states with stringent national policies against GMOs."
indian-nations-and-wolf-hunting,2021-10-14,indian-nations-and-wolf-hunting,"Indian Nations and Wolf Hunting, USA",en,1661,"Citizens groups and tribes continue to fight against legislation that would allow a wolf hunting season in Michigan, citing both scientific and cultural reasons for their position. "
proyecto-central-hidroelectrica-aguas-calientes-chile,2021-10-31,proyecto-central-hidroelectrica-aguas-calientes-chile,"Proyecto Central Hidroeléctrica Aguas Calientes, Chile",en,4309,"La chilena Hydrochile, y sus sociedades de inversiones australianas, británicas, alemanas y estadounidenses, intentó ubicar dos centrales de paso en una zona protegida, lo que fue duramente criticado y parado por una larga coalición de organizaciones. "
friends-of-nature-sued-state-grid-for-refusing-to-purchase-clean-energy-in-gansu-china,2023-07-03,friends-of-nature-sued-state-grid-for-refusing-to-purchase-clean-energy-in-gansu-china,"Friends of Nature sued State Grid for refusing to purchase clean energy in Gansu, China",en,5544,"In August 2016, Friends of Nature (FON) sued State Grid Gansu Electric Power Co since the company refused to purchase the electricity produced from wind and solar.  The amount not produced with renewable was substituted by coal-fired power."
proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,2022-05-02,proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,"Proposed nuclear waste dump located on Indigenous territory, Saskatchewan, Canada",en,5336,A proposed nuclear waste dump on traditional Indigenous lands was successfully stopped due to collective efforts in mobilising against the project.
quebrada-la-lata-magdalena-colombia,2023-07-18,quebrada-la-lata-magdalena-colombia,"Quebrada la Lata, Magdalena, Colombia",en,699,
dragons-blood-tree-biopiracy-shaman-pharmaceuticals-in-the-amazon-ecuador,2021-10-14,dragons-blood-tree-biopiracy-shaman-pharmaceuticals-in-the-amazon-ecuador,"Dragons Blood tree: biopiracy & shaman pharmaceuticals in the Amazon, Ecuador",en,884,
covanta-fairfax-trash-incinerator-in-lorton-virginia,2021-10-14,covanta-fairfax-trash-incinerator-in-lorton-virginia,"Covanta Fairfax Trash Incinerator in Lorton, Virginia, USA",en,5388,"Following a trend for the US trash incinerator industry, residents in Lorton, VA face the impacts of the Covanta Fairfax trash incinerator, located in a disproportionately low-income community of color."
tortum-bagbasi-hydroelectric-power-plant-turkey,2022-04-25,tortum-bagbasi-hydroelectric-power-plant-turkey,"Tortum Bagbasi Hydroelectric Power Plant, Turkey",en,1047,
zwentendorf-nuclear-reactor-austria,2021-10-14,zwentendorf-nuclear-reactor-austria,"Zwentendorf Nuclear Reactor, Austria",en,317,
ternium-vs-comuneros-aquila-michoacan-mexico,2022-03-15,ternium-vs-comuneros-aquila-michoacan-mexico,"Minera Ternium vs comuneros, Aquila, Michoacan, Mexico",en,3716,Un tema son las regalías que la comunidad debe recibir de la empresa siderúrgica. Un tema relacionado es la represión contra los representantes de la comunidad por cargos falsos.
power-plant-oil-spill-in-baniyas-syria,2022-10-13,power-plant-oil-spill-in-baniyas-syria,"Thermal power plant oil spill in Baniyas, Syria",en,6052,"In August 2021, a large oil spill in the size of New York City from the thermal power plant in Baniyas/ Syria threatened the marine ecosystems and livelihoods along the Mediterranean's eastern shores in Syria, Cyprus, and Turkey."
lead-poisoning-by-a-lead-mining-and-smelting-company-in-yunnan-china,2021-10-31,lead-poisoning-by-a-lead-mining-and-smelting-company-in-yunnan-china,"Lead poisoning and heavy metal pollution by Yunnan Jinding Zinc Corporation Ltd., Lanping, Nujiang, China",en,4327,"Despite years of complaints, the full extent of heavy metal pollution at a Yunnan mine was only exposed after a crackdown on organised crime.  Most of the children in the surrounding area were found to have excessive blood lead levels."
escalante-massacre-of-agrarian-activists-negros-occidental-philippines,2023-06-16,escalante-massacre-of-agrarian-activists-negros-occidental-philippines,"Escalante Massacre over sugar plantations, Negros Occidental, the Philippines",en,5677,"Activists and artists are being persecuted for commemorating the Escalante Massacre (1985), where 20 protesters demanding agrarian reform and land distribution for sugar cane workers were killed by paramilitary forces of the government of Philippines. "
firestone-bridgestone-rubber-plantations-liberia,2022-05-02,firestone-bridgestone-rubber-plantations-liberia,"Firestone/Bridgestone Rubber Plantations, Liberia",en,1075,
totalenergies-offshore-oil-and-gas-extraction-south-africa,2023-08-05,totalenergies-offshore-oil-and-gas-extraction-south-africa,"TotalEnergies' offshore oil and gas extraction in Brulpadda and Luiperd fields, South Africa",en,6175,TotalEnergies plans to exploit a carbon bomb off the south african coast threatening the region's rich biodiversity and local fisherpeople livelihoods.
blood-sugar-land-grab-by-phnom-penh-sugar-company-kampong-speu-cambodia,2023-06-16,blood-sugar-land-grab-by-phnom-penh-sugar-company-kampong-speu-cambodia,"'Blood sugar' land grab by Phnom Penh Sugar Company, Kampong Speu, Cambodia",en,1798,"Economic Land Concessions, militarization, dirty finance and the ironic European agreement “Everything but Arms”; the recipe for forced evictions in Cambodia"
first-oil-spill-at-akipelai-community-nigeria,2022-01-04,first-oil-spill-at-akipelai-community-nigeria,"First oil spill at Akipelai Community, Nigeria",en,574,
nuclear-power-plans-uae,2021-10-14,nuclear-power-plans-uae,"Barakah Nuclear Power Plants, United Arab Emirates",en,3653,"The final dome structure has been completed in 2018 at the United Arab Emirates' four-unit Barakah nuclear power plant, a key milestone for the giant project of 5,600 MW."
jindal-steel-plant-at-salboni-west-bengal-india,2022-04-25,jindal-steel-plant-at-salboni-west-bengal-india,"Jindal Steel Plant at Salboni, West Bengal, India ",en,1374,
afungi-lng-construction-site,2023-08-05,afungi-lng-construction-site,"Afungi LNG airport and construction camps, Mozambique",en,5036,"Afungi Airstrip and workers' camps, constructed to serve Mozambique LNG project, became the epicentre of the worst COVID-19 outbreak in the country. Gas development proceeds in the midst of violent insurgency and a worker building the airstrip was killed."
capulalpam-de-mendez-contra-natividad-oaxaca,2022-04-25,capulalpam-de-mendez-contra-natividad-oaxaca,"Capulalpam de Mendez contra Natividad, Oaxaca",en,1152,
tomato-farmers-of-immokalee-florida,2021-10-14,tomato-farmers-of-immokalee-florida,"Tomato farmworkers organizing to gain better working and living conditions in Immokalee, Florida, USA",en,5370,Intensive monoculture and low prices for tomatoes has led to a long history of exploitation for migrant farmworkers. The Coalition of Immokalee Workers has been fighting against this example of modern-day slavery in South Florida.
doloo-tea-workers-against-greenfield-airport-assam,2023-04-11,doloo-tea-workers-against-greenfield-airport-assam,"Doloo Tea Workers against Greenfield Airport, Assam, India",en,6120,The Government of Assam cleared tea plantation in Doloo Tea Estate near Silchar city for acquiring land to construct a Greenfield Airport. The acquisition has been strongly resisted by Tea Estate's workers. 
