color,id,name,slug
#ee2c2c,4,In REACTION to the implementation (during construction or operation),amchang-wildlife-sanctuary
#46a546,3,PREVENTIVE resistance (precautionary phase),usina-hidreletrica-maraba-para
#999999,1,UNKNOWN,madagascar-illegal-fishing
#46a546,3,PREVENTIVE resistance (precautionary phase),quifels-hoyo-hoyo-agriculture-project-in-lioma-zambezia-region-mozambique
#46a546,3,PREVENTIVE resistance (precautionary phase),cerro-san-pedro-mine-san-luis-potosi-mexico
#7a43b6,5,Mobilization for reparations once impacts have been felt,poluicao-por-curtumes-rio-alviela-pernes-portugal
#ee2c2c,4,In REACTION to the implementation (during construction or operation),los-tolupanes-en-contra-de-proyectos-mineros-e-hidroelectricos-el-yoro-hondura
#46a546,3,PREVENTIVE resistance (precautionary phase),modiwa-platinum-mine-in-maandagshoek-limpopo-south-africa
#ee2c2c,4,In REACTION to the implementation (during construction or operation),permanent-poison-frances-nuclear-testing-program-in-reggane-algeria
#ee2c2c,4,In REACTION to the implementation (during construction or operation),upm-ex-botnia-uruguay
#ee2c2c,4,In REACTION to the implementation (during construction or operation),kwale-okpai-cdm-project-nigeria
#46a546,3,PREVENTIVE resistance (precautionary phase),nice-oin-plaine-du-var-france
#46a546,3,PREVENTIVE resistance (precautionary phase),indigenous-hawaiians-and-local-residents-protest-na-pua-makani-industrial-wind-farm
#ee2c2c,4,In REACTION to the implementation (during construction or operation),sumsel-8-coal-fired-power-plant-south-sumatra-indonesia
,,,coal-fears-in-koh-kong-cambodia
#7a43b6,5,Mobilization for reparations once impacts have been felt,seyfe-lake-drought-turkey
#46a546,3,PREVENTIVE resistance (precautionary phase),paramo-el-almorzadero-colombia
#7a43b6,5,Mobilization for reparations once impacts have been felt,the-aral-sea-dried-due-to
#46a546,3,PREVENTIVE resistance (precautionary phase),waste-dumping-amin-bazar
#999999,1,UNKNOWN,agip-spills-in-apoi-community-nigeria
#46a546,3,PREVENTIVE resistance (precautionary phase),ancestral-acholi-land-rights-conflicts-in-amuru-uganda
#ee2c2c,4,In REACTION to the implementation (during construction or operation),illegal-unreported-and-unregulated-iuu-fishing-in-sherbro-river-sierra-leone
#46a546,3,PREVENTIVE resistance (precautionary phase),genesis-matsushima-plan
#ee2c2c,4,In REACTION to the implementation (during construction or operation),lower-omo-valley-irrigated-agriculture-development-ethiopia
#46a546,3,PREVENTIVE resistance (precautionary phase),the-havasupai-nation-and-grand-canyon-tourism
#ee2c2c,4,In REACTION to the implementation (during construction or operation),kawthaung-coal-power-plant-cancelled-myanmar
#ee2c2c,4,In REACTION to the implementation (during construction or operation),illegal-toxic-waste-dumping-in-bosaso-somalia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),chiawelo-soweto-electricity-struggles-south-africa
#ee2c2c,4,In REACTION to the implementation (during construction or operation),hydroelectric-dam-chile
#ee2c2c,4,In REACTION to the implementation (during construction or operation),vertedero-de-residuos-en-cayambe-ecuador
#7a43b6,5,Mobilization for reparations once impacts have been felt,m-serious-pollution-of-the-realgar-mine-in-changde-city-hunan-province-china
#ee2c2c,4,In REACTION to the implementation (during construction or operation),reddconflict-in-jambi-indonesia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),henchir-jemna-oasis-and-date-farm
#7a43b6,5,Mobilization for reparations once impacts have been felt,sentani-airport
#7a43b6,5,Mobilization for reparations once impacts have been felt,fundicion-paipote-videla-lira-chile
#7a43b6,5,Mobilization for reparations once impacts have been felt,sapta-kosi-high-dam-multipurpose-project-nepal
#46a546,3,PREVENTIVE resistance (precautionary phase),proyecto-minero-el-pavon-municipio-rancho-grande-nicaragua
#7a43b6,5,Mobilization for reparations once impacts have been felt,use-of-endosulphan-in-kasragod-kerala-india
#46a546,3,PREVENTIVE resistance (precautionary phase),impacros-de-las-obras-asociadas-del-proyecto-de-nuevo-aeropuerto-de-la-ciudad-de-mexico-naicm
#ee2c2c,4,In REACTION to the implementation (during construction or operation),bisasar-rd-landfill-site-south-africa
#ee2c2c,4,In REACTION to the implementation (during construction or operation),hybrid-rice-in-the-office-du-niger-mali
#7a43b6,5,Mobilization for reparations once impacts have been felt,ioi-destruction-of-ketapang-peat-landscape
#7a43b6,5,Mobilization for reparations once impacts have been felt,mercury-dumping-in-abu-kammashs-water-poses-a-threat-to-coastal-life-libya
#ee2c2c,4,In REACTION to the implementation (during construction or operation),tiradero-de-lodos-toxcicos-de-la-empresa-quidesa-salamanca
#ee2c2c,4,In REACTION to the implementation (during construction or operation),the-anti-nuclear-movement-in-switzerland
#7a43b6,5,Mobilization for reparations once impacts have been felt,huanuni-bolivia
#46a546,3,PREVENTIVE resistance (precautionary phase),ywathit-karenni-state-myanmar
#ee2c2c,4,In REACTION to the implementation (during construction or operation),industrial-tree-plantation-fast-growing-eucalyptus-in-huangmian-liuzhou-guangxi-china
#ffc40d,2,LATENT (no visible resistance),the-roma-community-living-in-the-asnom-military-barracks-in-kochani-live-in-substandard-living-conditions
#ee2c2c,4,In REACTION to the implementation (during construction or operation),sugarcane-cultivation-and-oil-palm-plantation-in-polochic-valley-guatemala
#46a546,3,PREVENTIVE resistance (precautionary phase),boeung-kak-lake-evictions-phnom-penh
#46a546,3,PREVENTIVE resistance (precautionary phase),kavuthi-vediyappan-hills-tamil-nadu-india
#7a43b6,5,Mobilization for reparations once impacts have been felt,air-pollution-at-qilu-pharmaceutical-companystudent-and-parent-protests-in-licheng-no-2
#ee2c2c,4,In REACTION to the implementation (during construction or operation),upper-yeywa-dam-on-the-namtu-river-shan-state-myanmar
#46a546,3,PREVENTIVE resistance (precautionary phase),bomuruella-mini-hydro-power-plant
#46a546,3,PREVENTIVE resistance (precautionary phase),bantar-gebang-jakarta-landfill-indonesia
#ffc40d,2,LATENT (no visible resistance),mina-sierra-grande-rio-negro-argentina
#46a546,3,PREVENTIVE resistance (precautionary phase),hidroelectrica-maqueo-chile
,,,gas-fracking-en-huautla-hidalgo-mexico
#7a43b6,5,Mobilization for reparations once impacts have been felt,polluted-rhone-france
#7a43b6,5,Mobilization for reparations once impacts have been felt,fundacion-para-el-desarrollo-integral-apaxtle-ac-y-prosalud-apaxco-atotonilco-contra-planta-ecoltec-de-cementera-holcim-2009-apaxco-edomex-y-atotonilco-de-tula-hidalgo
#46a546,3,PREVENTIVE resistance (precautionary phase),polepally-special-economic-zone-telangana-india
#999999,1,UNKNOWN,shell-refuses-to-clean-up-spill-at-ikata-community-nigeria
#ee2c2c,4,In REACTION to the implementation (during construction or operation),paramo-de-guacheneque-colombia
#7a43b6,5,Mobilization for reparations once impacts have been felt,vratsa-landfill-fire-bulgaria
#46a546,3,PREVENTIVE resistance (precautionary phase),apeco-special-economic-zone-on-ancestral-lands-and-fishing-grounds-aurora-island-philippines
#46a546,3,PREVENTIVE resistance (precautionary phase),new-aviation-fuel-delivery-system-to-serve-vancouver-airport
#7a43b6,5,Mobilization for reparations once impacts have been felt,chinchaycocha-junin-peru
#46a546,3,PREVENTIVE resistance (precautionary phase),interconexion-electrica-en-el-corredor-seco-guatemala
#7a43b6,5,Mobilization for reparations once impacts have been felt,dirty-and-dangerous-shipbreaking-in-chittagong
#7a43b6,5,Mobilization for reparations once impacts have been felt,water-disparities-in-texas-colonias-usa
#46a546,3,PREVENTIVE resistance (precautionary phase),represa-milpillas-zacatecas-mexico
#ee2c2c,4,In REACTION to the implementation (during construction or operation),emprendimientos-urbanos-colony-park-arroyo-anguila-la-paloma-argentina
#ee2c2c,4,In REACTION to the implementation (during construction or operation),abant-lake-nature-park-turkey
#ee2c2c,4,In REACTION to the implementation (during construction or operation),markala-sugar-project-sosumar-illovo-sugar-refinery-in-cercle-de-segou-mali
#46a546,3,PREVENTIVE resistance (precautionary phase),achuar-and-shuar-against-oil-extraction-ecuador
#46a546,3,PREVENTIVE resistance (precautionary phase),serrania-de-san-lucas-gold-mining-colombia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),bikita
#ee2c2c,4,In REACTION to the implementation (during construction or operation),the-soulaliyyate-movement-morocco
#7a43b6,5,Mobilization for reparations once impacts have been felt,corumba-indigenous-communities-and-mining-brazil
#46a546,3,PREVENTIVE resistance (precautionary phase),el-escobal
#ee2c2c,4,In REACTION to the implementation (during construction or operation),water-privatisation-guayaquil-ecuador
#ee2c2c,4,In REACTION to the implementation (during construction or operation),mbeubeuss-landfill-senegal
#46a546,3,PREVENTIVE resistance (precautionary phase),vall-fosca-complex
#46a546,3,PREVENTIVE resistance (precautionary phase),dannenrod-forest-occupation-against-highway-construction
#ee2c2c,4,In REACTION to the implementation (during construction or operation),jim-corbett-national-park
#46a546,3,PREVENTIVE resistance (precautionary phase),fisherfolk-against-fake-new-islands-in-jakarta-bay-indonesia
#7a43b6,5,Mobilization for reparations once impacts have been felt,gbaraun-community-and-agip-nigeria
,,,industrial-zoning-in-austin
#ee2c2c,4,In REACTION to the implementation (during construction or operation),the-struggle-for-land-in-the-new-clark-city-project-in-tarlac
#7a43b6,5,Mobilization for reparations once impacts have been felt,pcbs-in-new-bedford-harbor-massachusetts
#46a546,3,PREVENTIVE resistance (precautionary phase),la-vega-i-ii-hydroelectric-projects-nebaj-guatemala
#7a43b6,5,Mobilization for reparations once impacts have been felt,nashua-river-pollution-usa
#7a43b6,5,Mobilization for reparations once impacts have been felt,illegal-dumping-of-toxic-waste-in-the-kim-kim-river-pasir-gudang-malaysia
#46a546,3,PREVENTIVE resistance (precautionary phase),sao-luiz-do-tapajos-hydroelectric-dam-brazil
#7a43b6,5,Mobilization for reparations once impacts have been felt,harmful-wastes-threaten-residents-of-akpayak-community
#ee2c2c,4,In REACTION to the implementation (during construction or operation),roma-blamed-for-water-misuse-the-city-council-disconnects-water-supply-in-hetes-and-kiserdo-telep-ozd-hungary
#7a43b6,5,Mobilization for reparations once impacts have been felt,inti-raymi-contamina-rio-desaguadero-oruro-bolivia
#ffc40d,2,LATENT (no visible resistance),drying-out-of-burdur-lake-turkey
#46a546,3,PREVENTIVE resistance (precautionary phase),kishanganga-hydro-electric-power-project-khep-india
#ee2c2c,4,In REACTION to the implementation (during construction or operation),rajaji-national-park
#46a546,3,PREVENTIVE resistance (precautionary phase),horsh-beirut
#46a546,3,PREVENTIVE resistance (precautionary phase),project-fortress-mega-solar-plant-kent-uk
#7a43b6,5,Mobilization for reparations once impacts have been felt,represa-del-bajo-anchicaya
#ee2c2c,4,In REACTION to the implementation (during construction or operation),romaine-complex
#ee2c2c,4,In REACTION to the implementation (during construction or operation),dam-on-ainu-homeland
#ee2c2c,4,In REACTION to the implementation (during construction or operation),veladero-san-juan-argentina
#46a546,3,PREVENTIVE resistance (precautionary phase),deviation-of-the-sao-francisco-river-brazil
#7a43b6,5,Mobilization for reparations once impacts have been felt,health-impact-of-substandard-living-conditions-on-roma-in-a-settlement-separated-by-wall-sliven-bulgaria
#ee2c2c,4,In REACTION to the implementation (during construction or operation),proyecto-la-ensenada-en-holbox-mexico
#46a546,3,PREVENTIVE resistance (precautionary phase),proyecto-la-vega-mocoa-colombia
#46a546,3,PREVENTIVE resistance (precautionary phase),rio-colorado-potasio-mendoza-argentina
#46a546,3,PREVENTIVE resistance (precautionary phase),plans-for-a-waste-to-energy-incineration-plant-by-veolia-in-mexico-city-resisted-by-wastepickers
#ee2c2c,4,In REACTION to the implementation (during construction or operation),amravati-thermal-power-project-maharashtra-india
#46a546,3,PREVENTIVE resistance (precautionary phase),diamer-bhasha-dam-pakistan
#ee2c2c,4,In REACTION to the implementation (during construction or operation),coal-fired-power-plants-in-chicago-usa
#46a546,3,PREVENTIVE resistance (precautionary phase),ward-valley-nuclear-dump-in-california-mojave-desert-usa
#46a546,3,PREVENTIVE resistance (precautionary phase),isahaya-bay-nagasaki-prefecture-construction-of-the-dyke-japan
#46a546,3,PREVENTIVE resistance (precautionary phase),la-colosa-colombia
#7a43b6,5,Mobilization for reparations once impacts have been felt,bp-exploration-company-colombia
#7a43b6,5,Mobilization for reparations once impacts have been felt,conflict-between-indians-and-miners-in-the-cinta-larga-lands-in-rondonia-brazil
#ee2c2c,4,In REACTION to the implementation (during construction or operation),pangkalan-susu-coal-fired-power-plant-north-sumatra-indonesia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),chikweti-plantations-mozambique
#46a546,3,PREVENTIVE resistance (precautionary phase),total-sas-anzarane-offshore-western-sahara-oil-exploitation
#46a546,3,PREVENTIVE resistance (precautionary phase),dosab-lignite-fired-power-plant-turkey
#ee2c2c,4,In REACTION to the implementation (during construction or operation),construction-of-the-baltic-nuclear-power-plant
#7a43b6,5,Mobilization for reparations once impacts have been felt,stop-de-kindermoord-stop-the-child-murder-protest-for-children-deaths-caused-by-motor-vehicles
#46a546,3,PREVENTIVE resistance (precautionary phase),bui-dam-ghana
#46a546,3,PREVENTIVE resistance (precautionary phase),iamgold-in-quimsacocha-ecuador
#46a546,3,PREVENTIVE resistance (precautionary phase),hidrovia-amazonica
#46a546,3,PREVENTIVE resistance (precautionary phase),punta-alcalde-power-plant-huasco-chile
#7a43b6,5,Mobilization for reparations once impacts have been felt,amianto-mining-in-minacu-goias
#46a546,3,PREVENTIVE resistance (precautionary phase),hidro-santa-rita-monte-olivo-guatemala
#46a546,3,PREVENTIVE resistance (precautionary phase),ken-betwa
#46a546,3,PREVENTIVE resistance (precautionary phase),almstriden-stockholm-sweden
,,,contaminacion-del-rio-tula
#ee2c2c,4,In REACTION to the implementation (during construction or operation),fessenheim-france
#ee2c2c,4,In REACTION to the implementation (during construction or operation),coal-mining-operation-without-permit-at-dananhu-hami-led-to-public-interest-litigation-in-xinjiang-china
#999999,1,UNKNOWN,waste-pickers-in-cape-coast-ghana-face-repressive-treatment-and-unsafe-working-conditions
#46a546,3,PREVENTIVE resistance (precautionary phase),salbufera-des-grau-menorca-spain
#46a546,3,PREVENTIVE resistance (precautionary phase),iron-ore-mining-in-caetite-ba-brazil
#46a546,3,PREVENTIVE resistance (precautionary phase),daewoo-maize-and-biofuel-project-madagascar
#46a546,3,PREVENTIVE resistance (precautionary phase),baguazo
#7a43b6,5,Mobilization for reparations once impacts have been felt,joinkrama-oil-spill-jk-4-nigeria
#46a546,3,PREVENTIVE resistance (precautionary phase),rosebank-oilfield-sheltland-scotland
#46a546,3,PREVENTIVE resistance (precautionary phase),daya-bay-nuclear-power-plant-guangdong-china
#46a546,3,PREVENTIVE resistance (precautionary phase),al-tamimi-khaled-attempts-crop-farming-in-dosso-niger
#ee2c2c,4,In REACTION to the implementation (during construction or operation),mining-in-macizo-colombiano-colombia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),dump-site-in-sulaymaniyah-kurdistan-region-of-iraq
#46a546,3,PREVENTIVE resistance (precautionary phase),ofunato-port-biomass-coal-fired-power-plant
#7a43b6,5,Mobilization for reparations once impacts have been felt,comunidad-indigenatres-islas-y-mineria-ilegal-en-madre-de-dios
#7a43b6,5,Mobilization for reparations once impacts have been felt,minera-macocozac-concepcion-del-oro-zacatecas-mexico
#46a546,3,PREVENTIVE resistance (precautionary phase),neltume-hydroelectric-project-in-panguipulli-chile
,,,beach-minerals-sand-mining-in-tamil-nadu-india
#46a546,3,PREVENTIVE resistance (precautionary phase),thepa-coal-power-plant
#ee2c2c,4,In REACTION to the implementation (during construction or operation),rampal-thermal-power-plant-rampal-bangladesh
#ee2c2c,4,In REACTION to the implementation (during construction or operation),phosphate-mines-togo
#46a546,3,PREVENTIVE resistance (precautionary phase),fisherwomens-mobilization-against-the-port-city-sri-lanka
#ee2c2c,4,In REACTION to the implementation (during construction or operation),the-orano-malvesi-plant
#46a546,3,PREVENTIVE resistance (precautionary phase),koel-karo-project-india
#ee2c2c,4,In REACTION to the implementation (during construction or operation),cofco-joycome-pig-farms-in-chifeng-city-china
#46a546,3,PREVENTIVE resistance (precautionary phase),parque-eolico-en-kimbila-yucatan
#46a546,3,PREVENTIVE resistance (precautionary phase),pirin-national-park-illegal-ski-resort-bulgaria
#ee2c2c,4,In REACTION to the implementation (during construction or operation),anti-privatization-and-remunicipalisation-struggle-in-lagos-nigeria
#46a546,3,PREVENTIVE resistance (precautionary phase),batang-coal-mining-central-java-indonesia
#7a43b6,5,Mobilization for reparations once impacts have been felt,mercury-poisoning-niigata-minamata
#46a546,3,PREVENTIVE resistance (precautionary phase),tiger-leaping-gorge-dam
#ee2c2c,4,In REACTION to the implementation (during construction or operation),deforestation-in-para-and-the-death-of-dorothy-stang
#7a43b6,5,Mobilization for reparations once impacts have been felt,ejido-el-bajio
#ee2c2c,4,In REACTION to the implementation (during construction or operation),quarries-and-land-overexploitation-in-the-baix-camp-region-catalonia-spain
#46a546,3,PREVENTIVE resistance (precautionary phase),wachtelkoenig-crex-crex-against-the-ennstalertrasse-austria
#ee2c2c,4,In REACTION to the implementation (during construction or operation),lesotho-highlands-water-project-lesotho
#ee2c2c,4,In REACTION to the implementation (during construction or operation),dawang-coffee-plantation-on-indigenous-territory-in-south-cotabato-mindanao-philippines
#46a546,3,PREVENTIVE resistance (precautionary phase),cluster-of-gas-fired-power-plants-in-brandywine-maryland-usa
#46a546,3,PREVENTIVE resistance (precautionary phase),megarepresas-sobre-el-maranon-chadin-2-y-rio-grande-1-y-2
#7a43b6,5,Mobilization for reparations once impacts have been felt,plantations-of-sugarcane-in-the-rural-settlements-of-lomitas-colombia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),adloun-port
#ee2c2c,4,In REACTION to the implementation (during construction or operation),dimna-reservoir-jamshedpur-jharkhand-india
#7a43b6,5,Mobilization for reparations once impacts have been felt,dayuma-oil-extraction-ecuador
#46a546,3,PREVENTIVE resistance (precautionary phase),rupert-gas-transmission-pipeline-prohibition
#7a43b6,5,Mobilization for reparations once impacts have been felt,water-crisis-in-flint-michigan
#7a43b6,5,Mobilization for reparations once impacts have been felt,los-pescadores-resisten-contra-la-contaminacion-de-la-presa-el-colmedero
#ee2c2c,4,In REACTION to the implementation (during construction or operation),los-bosques-de-san-ignacio
#7a43b6,5,Mobilization for reparations once impacts have been felt,explotacion-de-niobio-en-los-municipios-de-catalao-y-ouvidor-goias
#7a43b6,5,Mobilization for reparations once impacts have been felt,asbestos-legacy-south-africa
#ee2c2c,4,In REACTION to the implementation (during construction or operation),illegal-logging-and-displacement-of-landless-peasants-in-colniza-mato-grosso-brazil
#999999,1,UNKNOWN,torching-of-olive-trees-palestine
#ee2c2c,4,In REACTION to the implementation (during construction or operation),hundreds-of-roma-people-in-romania-forced-to-live-in-a-former-chemical-factory
#ee2c2c,4,In REACTION to the implementation (during construction or operation),green-isan-khor-jor-kor-projects-and-other-state-plantations-thailand
#46a546,3,PREVENTIVE resistance (precautionary phase),nuclear-waste-storage-near-the-spanish-frontier-of-portugal
#ee2c2c,4,In REACTION to the implementation (during construction or operation),rice-cultivation-and-processing-by-agrogeba-guinea-bissau
#46a546,3,PREVENTIVE resistance (precautionary phase),gran-canal-nicaraguas-project
#999999,1,UNKNOWN,eucalyptus-plantation-in-soriano-department-uruguay
#ee2c2c,4,In REACTION to the implementation (during construction or operation),black-powder
#7a43b6,5,Mobilization for reparations once impacts have been felt,disaster-of-seveso
#ffc40d,2,LATENT (no visible resistance),laos-china-railway
#46a546,3,PREVENTIVE resistance (precautionary phase),jacksons-airport-evictions-from-land-claimed-by-national-airports-corporation
#46a546,3,PREVENTIVE resistance (precautionary phase),tanintharyi-national-park-proposed-threatens-indigenous-communities-myanmar
#ee2c2c,4,In REACTION to the implementation (during construction or operation),riconversione-a-biomasse-della-centrale-termoelettrica-enel
#46a546,3,PREVENTIVE resistance (precautionary phase),telkwa-coal-mine-british-columbia
#7a43b6,5,Mobilization for reparations once impacts have been felt,wastepickers-in-maputo-mozambique-protest-overcrowded-and-deadly-conditions-and-delayed-relocation-from-the-hulene-dump-site
#ee2c2c,4,In REACTION to the implementation (during construction or operation),north-river-sewage-treatment-plant
#ee2c2c,4,In REACTION to the implementation (during construction or operation),murders-of-uman-leaders-over-mining-logging-and-plantations-near-butuan-city-agusan-del-norte-caraga
#46a546,3,PREVENTIVE resistance (precautionary phase),northern-access-pipeline
#7a43b6,5,Mobilization for reparations once impacts have been felt,mineria-ilegal-santander-de-quilichao-colombia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),termoelectricas-de-ibedrola-en-tamazunchale-san-luis-potosi-mexico
#46a546,3,PREVENTIVE resistance (precautionary phase),dadri-power-project-up-india
#ee2c2c,4,In REACTION to the implementation (during construction or operation),controversy-over-planned-paraxylene-px-plant-expansion-in-jiujiang-jiangxi-china
#46a546,3,PREVENTIVE resistance (precautionary phase),petrochemical-industrial-park-in-hoima
#46a546,3,PREVENTIVE resistance (precautionary phase),niyamgiri-vedanta-bauxite-mining-india
#ee2c2c,4,In REACTION to the implementation (during construction or operation),proyecto-los-pircos-minera-troy-sac-cajamarca
#46a546,3,PREVENTIVE resistance (precautionary phase),matses-indigenous-resistance-to-oil-exploration-in-amazon-peru-brazil
#46a546,3,PREVENTIVE resistance (precautionary phase),lakshadweep-residents-complain-india
#46a546,3,PREVENTIVE resistance (precautionary phase),pondoland-wild-coast-xolobeni-mining-threat-south-africa
#ee2c2c,4,In REACTION to the implementation (during construction or operation),nautical-tourism-in-the-lastovo-islands-nature-park-croatia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),caramanta-antioquia-colombia
#7a43b6,5,Mobilization for reparations once impacts have been felt,incendio-en-sian-kaan
#46a546,3,PREVENTIVE resistance (precautionary phase),king-king-copper-and-gold-mine-in-compostela-mindanao-philippines
#7a43b6,5,Mobilization for reparations once impacts have been felt,cancer-village-qiugang-develops-in-anhui-china
#46a546,3,PREVENTIVE resistance (precautionary phase),karayan-dam-in-chico-river-lucog-kalinga
#ee2c2c,4,In REACTION to the implementation (during construction or operation),justice-for-affctees-of-dadhu-cha-dam
#46a546,3,PREVENTIVE resistance (precautionary phase),videocon-sez-wagholi-mh-india
#46a546,3,PREVENTIVE resistance (precautionary phase),ratnagiri-oil-refinery-nanar-maharashtra
#46a546,3,PREVENTIVE resistance (precautionary phase),lignite-mining-in-lampang-thailand
#ffc40d,2,LATENT (no visible resistance),gold-mining-and-mercury-pollution-suriname
#7a43b6,5,Mobilization for reparations once impacts have been felt,asbestos
#46a546,3,PREVENTIVE resistance (precautionary phase),europa-city
#ee2c2c,4,In REACTION to the implementation (during construction or operation),koidu-diamond-mining-conflict-sierra-leone
#46a546,3,PREVENTIVE resistance (precautionary phase),urbanistic-plan-in-valdevaqueros-tarifa-spain
#46a546,3,PREVENTIVE resistance (precautionary phase),enfrentamientos-por-el-control-de-la-extraccion-de-algas-marinas
#ee2c2c,4,In REACTION to the implementation (during construction or operation),the-waste-dump-in-montchanin-france
#ee2c2c,4,In REACTION to the implementation (during construction or operation),illegal-gold-mining-and-poaching-in-vale-do-javari-indigenous-territory-amazonas-brazil
,,,aila-affected-people-need-protection-bangladesh
#ee2c2c,4,In REACTION to the implementation (during construction or operation),franken-shipwreck-from-wwii-threatens-baltic-sea-near-gdansk
#ee2c2c,4,In REACTION to the implementation (during construction or operation),coal-mining-in-dehing-patkai-assam
#46a546,3,PREVENTIVE resistance (precautionary phase),kanha-tiger-reserve
#ee2c2c,4,In REACTION to the implementation (during construction or operation),african-minerals-limiteds-tonkolili-iron-ore-mine-in-bumbuna-sierra-leone
#ee2c2c,4,In REACTION to the implementation (during construction or operation),coal-mining-leading-to-the-killing-of-gloria-capitan
#46a546,3,PREVENTIVE resistance (precautionary phase),yasuoka-offshore-wind-power-generation-japan
#46a546,3,PREVENTIVE resistance (precautionary phase),dublin-airport-2nd-runway
#ee2c2c,4,In REACTION to the implementation (during construction or operation),pantanos-de-villa
#ee2c2c,4,In REACTION to the implementation (during construction or operation),wind-power-plants-in-occupied-territories-of-western-sahara
#46a546,3,PREVENTIVE resistance (precautionary phase),lliquimuni
#46a546,3,PREVENTIVE resistance (precautionary phase),waste-incineration-fuelled-cement-plant-in-toral-de-los-vados-leon-spain
#7a43b6,5,Mobilization for reparations once impacts have been felt,haw-river-and-jordan-lake-water-contamination
#ee2c2c,4,In REACTION to the implementation (during construction or operation),tiradero-al-cielo-abierto-san-jose-huilango
#ffc40d,2,LATENT (no visible resistance),vulnerabilidad-hidrologica-por-cambios-del-uso-del-suelo-en-pena-colorada
#ee2c2c,4,In REACTION to the implementation (during construction or operation),bhakra-nangal-project-india
#ee2c2c,4,In REACTION to the implementation (during construction or operation),detroits-waste-incinerator-usa
#46a546,3,PREVENTIVE resistance (precautionary phase),proyecto-inmobiliario-city-park-y-el-humedal-del-parque-los-carcamos-en-leon-guanajuato
#ee2c2c,4,In REACTION to the implementation (during construction or operation),nam-ma-coal-mining-and-extrajudicial-killings-shan-state-myanmar
#46a546,3,PREVENTIVE resistance (precautionary phase),lithium-project-in-jadar-and-radjevina
#46a546,3,PREVENTIVE resistance (precautionary phase),battery-metals-from-nornickel-ar
#46a546,3,PREVENTIVE resistance (precautionary phase),highway-part-of-scan-link-ljungskile-sweden
#46a546,3,PREVENTIVE resistance (precautionary phase),enbridge-pipelines-inc-line-9b-reversal-and-line-9-capacity-expansion-project
#46a546,3,PREVENTIVE resistance (precautionary phase),bhogapuram-airport
#ee2c2c,4,In REACTION to the implementation (during construction or operation),janakalyan-community-forest-user-group
#ee2c2c,4,In REACTION to the implementation (during construction or operation),yuvarlakcay-water-movement-turkey
#46a546,3,PREVENTIVE resistance (precautionary phase),stuttgart-21-project-germany
#ee2c2c,4,In REACTION to the implementation (during construction or operation),dongling-lead-and-zinc-smelting-co-fengxiang-shaanxi-china
#46a546,3,PREVENTIVE resistance (precautionary phase),construction-of-a-waste-treatment-centre-specialising-in-recycling-and-decontaminating-extremely-and-highly-dangerous-waste-is-being-built-on-the-territory-of-maradikovskiy-an-ex-chemical-weapon-destruction-facility
#ee2c2c,4,In REACTION to the implementation (during construction or operation),nsukala-sugar-plantation-and-refinery-in-cercle-de-segou-mali
#46a546,3,PREVENTIVE resistance (precautionary phase),marmato-mines-colombia
#7a43b6,5,Mobilization for reparations once impacts have been felt,oil-spill-of-exxonmobil-in-ibeno-community-nigeria
#7a43b6,5,Mobilization for reparations once impacts have been felt,cruise-ships-in-venetian-lagoon
#46a546,3,PREVENTIVE resistance (precautionary phase),panyu-waste-incineration-project-guanzhou-china
#7a43b6,5,Mobilization for reparations once impacts have been felt,uranium-mining-in-the-southwest-navajo-nation-usa
#46a546,3,PREVENTIVE resistance (precautionary phase),sport-and-recreation-center-svetice-croatia
#ee2c2c,4,In REACTION to the implementation (during construction or operation),contaminacion-de-industria-porcicola-pronaca-en-tsachilas
#ee2c2c,4,In REACTION to the implementation (during construction or operation),isla-riesco-coal-extraction-chile
#46a546,3,PREVENTIVE resistance (precautionary phase),el-largo-comienzo-de-la-energia-eolica-en-yucatan-el-parque-eolico-dzilam-bravo-el-primero-entre-la-incertidumbre-y-la-injusticia
#46a546,3,PREVENTIVE resistance (precautionary phase),nuclear-storage-facilities-in-gorleben-germany
#ee2c2c,4,In REACTION to the implementation (during construction or operation),illegal-road-construction-inside-sinharaja-whs-sri-lanka
#46a546,3,PREVENTIVE resistance (precautionary phase),turtle conservation against sand mining-kerala-india
#46a546,3,PREVENTIVE resistance (precautionary phase),protesters-in-quezon-city-philippines-resist-planned-incinerators-despite-national-ban
#ee2c2c,4,In REACTION to the implementation (during construction or operation),hassi-messaoud-oil-field
#ee2c2c,4,In REACTION to the implementation (during construction or operation),stocamine-waste
#46a546,3,PREVENTIVE resistance (precautionary phase),karahnjukar-iceland
#7a43b6,5,Mobilization for reparations once impacts have been felt,formally-used-defense-sites-in-alaska
#ee2c2c,4,In REACTION to the implementation (during construction or operation),gold-mining-in-orton-ilynka-uchas-and-trekhrechye-mezhdurechensky-russian-federation
#46a546,3,PREVENTIVE resistance (precautionary phase),cauldhall-open-cast-coal-mine-in-midlothian-scotland-uk
