other_types,slug,name,color,id,description
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Food production and supply chain management,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,water-management,Water Management,#00bdff,6,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
Land use conflicts and ethno-religious conflict,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9,
,water-management,Water Management,#00bdff,6,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
Antimony extraction,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Nuclear testing,nuclear,Nuclear,#ff0,1,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
Power transmission network,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
Privatization of National Park,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Cotton monoculture,water-management,Water Management,#00bdff,6,
,waste-management,Waste Management,#77721c,3,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,waste-management,Waste Management,#77721c,3,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,waste-management,Waste Management,#77721c,3,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
Airport,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,water-management,Water Management,#00bdff,6,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
Airport,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,waste-management,Waste Management,#77721c,3,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,waste-management,Waste Management,#77721c,3,
,waste-management,Waste Management,#77721c,3,
,nuclear,Nuclear,#ff0,1,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Pharmaceutical,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
,waste-management,Waste Management,#77721c,3,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
"Chemical Industry Waste Management, Water Pollution",industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
"Land Reclamation, Ocean Grabbing",infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
Special Economic Zones (SEZ),industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,waste-management,Waste Management,#77721c,3,
Special Economic Zones (SEZ),infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
"airport_x000D_
fuel terminal_x000D_
fuel tanks",fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
,waste-management,Waste Management,#77721c,3,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
Conflicto por instalación de  mega-emprendimientos urbanos en humedales,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
"<p></p><p><i>En Francais ci-dessous ---&nbsp;</i>The <b>issues</b> concerning Mbeubeuss landfill are <b>multiple</b> and complex to solve. Located 27km away from the capital, Mbeubeuss is a <b>mean</b><b>s</b><b> of subsistence</b> for one of the <b>poorest populations</b> in Dakar suburbs while the open-air landfill causes high <b>air</b><b> and soil c</b><b>ontamination</b> in the Malika District where more than 17,000 people live. The waste picker community is largely formed by young people unable to find a job. Mbeubeuss landfill represents their last chance to make a living. About <b>4,000 informal waste pickers</b> vigorously <b>defend</b><b> their source of reve</b><b>nue</b> even though it highly puts their health and lives at risk. They are a marginalized and discriminated group among the Senegalese society but they have organized in the <b>Bokk </b><b>D</b><b>iom</b><b> </b><b>Association</b> in the late 1990s when the government tried to remove them and later were granted formal recognition. Bokk Diom continues <b>fighting against their discrimination</b>, and for their recognition, cohesion, and <b>social rights</b>.</p><p>There has been an ongoing <b>discussion</b> about the closure of <b>Mbeubeuss </b><b>landfill</b> for many years. At stake is the <b>generation</b> of <b>private profits</b> from the management of waste. <b>Foreign</b> <b>investment</b> interests, mainly coordinated under the <b>World Bank programs,</b> have been proposing and influencing the Senegalese government. Already in 2005, a report from the Energy Sector Management Assistance Program (part of the World Bank) proposed the privatization of Mbeubeuss’ waste for the creation of a gas capture technology to generate electricity. The funds would have been provided through the UNFCCC’s Clean Development Mechanism but the project never materialized. By 2009, the closure of the Mbeubeuss landfill became conditionality for the <b>relocation</b> of the <b>3,000</b> <b>households</b> near Pikine, being displaced for the construction of a <b>highway between Dakar and Diamniadio</b>. The chosen relocation area was just two kilometers away from Mbeubeuss. The Senegalese government’s creditors (mainly the International Development Association, part of the World Bank Group) for the highway project were pressuring for the landfill closure. The World Bank was proposing to open a new site that would have only generated 300 jobs and where salaries would have been lower than the current earned revenues at Mbeubess.</p><p>The <b>waste pickers defende</b><b>d their self-employment</b> and mobilized through Bokk Diom and with the help of ENDA to oppose the project. As a result, the situation of the landfill remains still the same, open and managed by the informal waste pickers. Besides the World Bank and its associated programs, also other development agencies, such as the <b>Canadian</b><b> a</b><b>gency </b><b>I</b><b>DRC </b>advocated for the closure of Mbeubeuss for sanitarian and environmental reasons. The agency funded the project “Pure” from 2006 to 2011 during which it monitored the <b>social, health, and environmental impacts of the landfill on the living communities, the farmers and vegetable</b><b> growers</b> from Malika but also Diamalaye and Njagoo neighborhoods. These impacts should not be undermined, but the <b>waste pickers</b> <b>fight for</b> <b>bottom-up mitigation solutions</b> for the landfill impacts which takes into <b>consideration their</b> <b>perspectives and needs</b>, instead of a managerial, imposed perspective whose aim would be to foster private and foreign profits. They fiercely defend their source of livelihood. The involvement of international and foreign institutions is not necessarily going against the waste pickers’ will. For instance, <b>Bokk D</b><b>iom has set up a school for the children</b> of the dump<b> </b><b>with</b><b> fi</b><b>nancial help from European organizations</b> (French Agence Francaise du Developpement, the Luxembourg Agency for Development and the Belgian Ministry for Cooperation). The waste pickers also obtained funds from the United Nations Development Program to construct a <b>medical center</b> and the International Labor Organization has <b>trained youth</b> <b>fro</b><b>m the dump </b><b>in </b><b>o</b><b>ther professions</b> such as carpenter or baker. <b>Security issues</b> remain recurrent in the landfill and put at risk the lives of more than 400 waste pickers living inside the site.</p><p>The most recent tragedies happened in <b>December 201</b><b>6</b> when <b>a </b><b>m</b><b>assive </b><b>fire - the so-far largest ever recorded at the landfill - killed three peo</b><b>ple. </b>This also caused economic damage to the community as many waste pickers lost tons of recycled waste. Another fire happened in <b>March 2017</b>. After these tragedies, the public authorities committed to proposing a new study on the possibilities of the future of the landfill, expected by June 2017. In <b>February 2018, another massive fire broke out </b>at the Mbeubeuss landfill, destroying stored recycled waste, shelters, and most notably, the facilities of a small recycling business run by one of the founders of Bokk Diom, who started as a waste picker in the 1970s and now employed 75 people. This induced the association to stronger mobilize for on-site improvements at Mbeubeuss and also a crowdfunding campaign was started.</p><p>As of 2019/20, Mbeubeuss landfill is frequented by 4,000 waste pickers that are members of Bokk Diom and pay an annual union fee and even more who are not, and extends over an area of 175 hectares. The situation at the landfill was recently described by media as “out of control” and “an ecological and sanitary bomb”. While the waste picker community continues to face dangerous working conditions, insecurity, and a lack of social and health protection, also locals suffer from the adverse impacts of uncontrolled dumping. In December 2019, a group of nearby residents called ‘<b>Mbeubeuss Dafa Doy</b>’ (from the Malika, Yeumbeul Nord et Sud, Keur Massar, and Tivaouane Peul communities)<b> </b><b>staged protests </b>and criticized the misinformation by and inaction of public authorities, as the dump closure was already promised in 2012. The group demanded the relocation of the site and announced that, if necessary, they will proceed with the protests and block garbage trucks from entering the site.</p><p>In 2019, the organization <b>WIEGO </b>(Women in Informal Employment – Globalizing and Organizng)<b> </b>together with the the <b>ILO</b> launched a project to improve conditions for the waste pickers of Mbeubeuss and <b>strengthen their organizing in a cooperative</b>. The cooperation was started with a two-day workshop that brought together informal waste pickers, leaders of Bokk Diom, and several institutions involved in waste management. WIEGO, as part of its Focal Cities initiative, has been working with informal workers across the city and among others initiated a<b> project to improve the position of informal women waste pickers</b>, including elderly, who are unlikely to find formal employment. They provided training in cooperative management and the strengthening of women’s worker identity. It supported the <b>women’s cooperative ‘AVER-B’ </b>that brings together street vendors, domestic workers, waste pickers, and informal food manufacturers in marketing their products. Bokk Diom, which to 60 percent of women, now also has a <b>Women’s Recycling Committee </b>that aims to strengthen women’s rights at Mbeubeuss landfill.</p><p>Most recently, <b>new </b><b>plans to modernize,</b><b> rehabilitate and enclose </b><b>the Mbeubeuss landfill </b>were pushed forward by international institutions. In 2020, the Senegalese government received a new $US 125 loan from the International Development Association (IDA), a World Bank subsidiary, to modernize waste management in several cities. According to the plans, a <b>public-private partnership</b> should be established in Mbeubeuss to establish a waste treatment and disposal system in several phases. This would, first, include emergency measures to ensure safety at the site and prevent the entering of unauthorized persons. Later on, the site should become remodeled and optimized, including the installing of a leachate treatment system and a recycling center, in which former waste pickers would become employed.</p><p>The year<b> 2020 </b>brought the so far most visible mobilization of waste pickers in Dakar, as waste pickers of the Bokk Diom association held a <b>silent demonstration march on the Global Waste Pickers Day</b>, 1st of march, to commemorate the struggle of informal waste pickers around the globe. They also held a <b>press conference</b> in which they presented a memorandum with a <b>counter-proposal to the new Mbeubeuss landfill modernization project</b>. This, most notably, concerns a higher number of waste pickers to become part of the new landfill project and the creation of further opportunities to include waste pickers in municipal waste management.</p><p><br></p><p>***</p><p><i></i></p><p><i>En Francais</i> ---&nbsp;Les problèmes concernant la décharge de Mbeubeuss sont multiples et complexes à résoudre. Mbeubeuss est un moyen de subsistance pour les recycleurs informels, une des populations les plus pauvres de la banlieue de Dakar, alors que qu’en même temps la décharge en plein air provoque une forte contamination de l'air et du sol dans le district de Malika où vivent plus de 17 000 personnes. La communauté des recycleurs est constituée par des jeunes incapables de trouver un emploi à Dakar. Mbeubeuss se trouve à seulement 27 km de la capitale. La décharge représente leur dernière chance de gagner de quoi vivre. Les 4.000 recycleurs informels défendent vigoureusement leur source de revenus, même si celle-ci met leur santé et leur vie en danger. La communauté de recycleurs est marginalisée et discriminée dans la société sénégalaise. Elle s’est organisée avec la création du Bokk Diom à la fin des années 1990, lorsque le gouvernement a tenté de les évincer du site. Ils ont alors été formellement reconnus par le gouvernement. Bokk Diom continue de lutter contre leur discrimination, pour leur reconnaissance, leur cohésion et leurs droits sociaux. La discussion de la fermeture de Mbeubeuss se poursuit depuis plusieurs années. Les investissements étrangers, principalement coordonnés par des programmes dépendant de la Banque Mondiale, proposent et influencent le gouvernement sénégalais. Ce qui intéresse ces investissements ce sont les profits qui seraient générés par une gestion privée des déchets. Déjà en 2005, un rapport du Programme d'Aide à la Gestion du Secteur de l'Energie (membre de la Banque mondiale) a proposé la privatisation des déchets de Mbeubeuss pour la capture de gaz afin de produire de l'électricité. Les financements auraient été fournis par le Mécanisme de Développement Propre de la CCNUCC. Mais le projet ne s'est jamais concrétisé. En 2009, la fermeture de la décharge de Mbeubeuss était une condition pour la relocalisation des 3 000 ménages près de Pikine, déplacés pour la construction d'une autoroute entre Dakar et Diamniadio. En effet, la zone choisie pour la réinstallation de ces familles était à 2 kilomètres de la décharge. Les créanciers du gouvernement sénégalais (principalement l'Association Internationale de Développement, groupe membre de la Banque Mondiale) pour le projet routier pressaient la fermeture du site Mbeubeuss. En contrepartie, la Banque Mondiale proposait d'ouvrir un nouveau site qui n'aurait généré que 300 emplois et dont les salaires auraient été inférieurs aux revenus actuellement gagnés par les recycleurs. Bokk Diom s’est mobilisé, avec l'aide d'ENDA pour s'opposer au projet. Les recycleurs ont vigoureusement défendu leur travail indépendant. En conséquence, la situation de la décharge demeure la même, gérée par les récupérateurs de déchets informels. Outre la Banque Mondiale et ses programmes associés, d'autres agences de développement, comme l'agence canadienne CRDI / CRDI, plaident en faveur de la fermeture de Mbeubeuss pour des raisons sanitaires et environnementales. L'agence a financé le projet «Pure» de 2006 à 2011, au cours duquel elle a surveillé les impacts sociaux, sanitaires et environnementaux de la décharge sur les communautés avoisinantes, sur les élevages de porc et la production de légumes à Malika et dans les quartiers de Diamalaye et Njagoo. Ces impacts ne devraient pas être ignorés, mais les recycleurs se battent pour défender des solutions d'atténuation de ces impacts qui tiennent compte de leurs points de vue et de leurs besoins, contre une perspective imposée par le haut dont l'objectif serait avant tout de favoriser le profit d’acteurs privés et étrangers. L’implication des Institutions Internationales et étrangères ne va pas nécessairement contre la volonté des recycleurs, au contraire certains acteurs collaborent avec la communauté de Mbeubeuss. Par exemple, Bokk Diom a mis en place une école pour les enfants de la décharge grâce à l'aide financière des organisations européennes (Agence française de développement, Agence luxembourgeoise pour le développement et Ministère belge de la coopération). Les récupérateurs de déchets ont également obtenu des fonds de la part du Programme des Nations Unies pour le Développement afin de construire un centre médical et l'Organisation Internationale du Travail a formé les jeunes de la décharge à d'autres professions comme la boulangerie ou la menuiserie. Les problèmes de sécurité restent récurrents dans la décharge. Deux récentes tragédies ont eu lieu en décembre 2016 lorsqu'un incendie dans la décharge a tué trois personnes et en mars 2017 un autre incendie s'est produit. A la suite de ces tragédies, les autorités se sont engagées à proposer une nouvelle étude concernant l’avenir de Mbeubeuss. L’étude est&nbsp; attendue pour juin 2017.</p><p></p>",waste-management,Waste Management,#77721c,3,
,tourism-recreation,Tourism Recreation,#c685d0,8,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9,
Reclamation,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,tourism-recreation,Tourism Recreation,#c685d0,8,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,waste-management,Waste Management,#77721c,3,
,water-management,Water Management,#00bdff,6,
Water Management,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
"Biodiversity, groundwater, societal costs",waste-management,Waste Management,#77721c,3,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,water-management,Water Management,#00bdff,6,
,waste-management,Waste Management,#77721c,3,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
Indigenous land rights,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,waste-management,Waste Management,#77721c,3,
,tourism-recreation,Tourism Recreation,#c685d0,8,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Wastepickers ,waste-management,Waste Management,#77721c,3,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,nuclear,Nuclear,#ff0,1,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
Transboundary conflict,nuclear,Nuclear,#ff0,1,
"This conflict can be seen as a consequence of ""urban land grabbing"" by cars.",infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,water-management,Water Management,#00bdff,6,
Nuclear waste storage,nuclear,Nuclear,#ff0,1,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,waste-management,Waste Management,#77721c,3,
,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,nuclear,Nuclear,#ff0,1,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Development aggression in indigenous peoples land,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,waste-management,Waste Management,#77721c,3,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
Illegal mineral ores extraction,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Artisanal mining - losses of land rights and income,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
"Ocean and resource grabbing_x000D_
Port",infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
Nuclear waste processing,nuclear,Nuclear,#ff0,1,
,water-management,Water Management,#00bdff,6,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
Land use change,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,tourism-recreation,Tourism Recreation,#c685d0,8,
,water-management,Water Management,#00bdff,6,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
Methylmercury poisoning,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
