UID,name,environmental_impact
dona-ines-de-collahuasi-chile,Soil contamination,
dona-ines-de-collahuasi-chile,Deforestation and loss of vegetation cover,
dona-ines-de-collahuasi-chile,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
dona-ines-de-collahuasi-chile,Groundwater pollution or depletion,
dona-ines-de-collahuasi-chile,Large-scale disturbance of hydro and geological systems,
dona-ines-de-collahuasi-chile,Reduced ecological / hydrological connectivity,
dona-ines-de-collahuasi-chile,Mine tailing spills,
hul-12-small-hydropower-project-hp-india,"Biodiversity loss (wildlife, agro-diversity)",
hul-12-small-hydropower-project-hp-india,Food insecurity (crop damage),
hul-12-small-hydropower-project-hp-india,Loss of landscape/aesthetic degradation,
hul-12-small-hydropower-project-hp-india,Soil erosion,
hul-12-small-hydropower-project-hp-india,Deforestation and loss of vegetation cover,
hul-12-small-hydropower-project-hp-india,Large-scale disturbance of hydro and geological systems,
hul-12-small-hydropower-project-hp-india,Reduced ecological / hydrological connectivity,
il-nodo-ferroviario-alta-velocita-di-firenze,Air pollution,
il-nodo-ferroviario-alta-velocita-di-firenze,Loss of landscape/aesthetic degradation,
il-nodo-ferroviario-alta-velocita-di-firenze,Noise pollution,
il-nodo-ferroviario-alta-velocita-di-firenze,Groundwater pollution or depletion,
il-nodo-ferroviario-alta-velocita-di-firenze,Other Environmental impacts,
il-nodo-ferroviario-alta-velocita-di-firenze,Soil contamination,
il-nodo-ferroviario-alta-velocita-di-firenze,Waste overflow,
il-nodo-ferroviario-alta-velocita-di-firenze,Reduced ecological / hydrological connectivity,
el-trasvase-de-las-aguas-del-lago-de-valencia,"Biodiversity loss (wildlife, agro-diversity)",
el-trasvase-de-las-aguas-del-lago-de-valencia,"Floods (river, coastal, mudflow)",
el-trasvase-de-las-aguas-del-lago-de-valencia,Food insecurity (crop damage),
el-trasvase-de-las-aguas-del-lago-de-valencia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
el-trasvase-de-las-aguas-del-lago-de-valencia,Large-scale disturbance of hydro and geological systems,
gazprom-neft-halabja-block,Air pollution,
gazprom-neft-halabja-block,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
gazprom-neft-halabja-block,Groundwater pollution or depletion,
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,"Biodiversity loss (wildlife, agro-diversity)",
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Desertification/Drought,
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,"Floods (river, coastal, mudflow)",
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Food insecurity (crop damage),
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Global warming,
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Loss of landscape/aesthetic degradation,
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Soil erosion,
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Deforestation and loss of vegetation cover,
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Groundwater pollution or depletion,
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Large-scale disturbance of hydro and geological systems,
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,Reduced ecological / hydrological connectivity,
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,Soil contamination,
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,Other Environmental impacts,
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,Air pollution,
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,"Biodiversity loss (wildlife, agro-diversity)",
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,Food insecurity (crop damage),
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,Loss of landscape/aesthetic degradation,
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,Soil erosion,
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,Groundwater pollution or depletion,
m-excessive-mining-makes-farmers-lose-their-livelihoods-henan-china,Mine tailing spills,
mauritanias-offshore-oil-production,Noise pollution,
mauritanias-offshore-oil-production,"Biodiversity loss (wildlife, agro-diversity)",
mauritanias-offshore-oil-production,Fires,
mauritanias-offshore-oil-production,Food insecurity (crop damage),
mauritanias-offshore-oil-production,Global warming,
mauritanias-offshore-oil-production,Loss of landscape/aesthetic degradation,
mauritanias-offshore-oil-production,Soil contamination,
mauritanias-offshore-oil-production,Waste overflow,
mauritanias-offshore-oil-production,Oil spills,
mauritanias-offshore-oil-production,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
mauritanias-offshore-oil-production,Large-scale disturbance of hydro and geological systems,
general-iron,Air pollution,
general-iron,Noise pollution,
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,"Biodiversity loss (wildlife, agro-diversity)",
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,"Floods (river, coastal, mudflow)",
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,Global warming,
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,Loss of landscape/aesthetic degradation,
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,Soil erosion,
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,Large-scale disturbance of hydro and geological systems,
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,Other Environmental impacts,
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,Desertification/Drought,
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,Deforestation and loss of vegetation cover,
sanitary-sewage-on-varna-beach-bulgaria,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Air pollution,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,"Biodiversity loss (wildlife, agro-diversity)",
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Desertification/Drought,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Food insecurity (crop damage),
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Genetic contamination,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Global warming,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Loss of landscape/aesthetic degradation,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Noise pollution,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Soil contamination,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Soil erosion,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Deforestation and loss of vegetation cover,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Groundwater pollution or depletion,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Large-scale disturbance of hydro and geological systems,
welspun-energy-thermal-power-plant-at-mirzapur-uttar-pradesh,Reduced ecological / hydrological connectivity,
arctic-diesel-leak-in-norilsk-russia,Global warming,
arctic-diesel-leak-in-norilsk-russia,Oil spills,
arctic-diesel-leak-in-norilsk-russia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
arctic-diesel-leak-in-norilsk-russia,Large-scale disturbance of hydro and geological systems,
arctic-diesel-leak-in-norilsk-russia,Reduced ecological / hydrological connectivity,
northwest-florida-beaches-airport,Air pollution,
northwest-florida-beaches-airport,"Biodiversity loss (wildlife, agro-diversity)",
northwest-florida-beaches-airport,"Floods (river, coastal, mudflow)",
northwest-florida-beaches-airport,Global warming,
northwest-florida-beaches-airport,Loss of landscape/aesthetic degradation,
northwest-florida-beaches-airport,Noise pollution,
northwest-florida-beaches-airport,Deforestation and loss of vegetation cover,
northwest-florida-beaches-airport,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
northwest-florida-beaches-airport,Large-scale disturbance of hydro and geological systems,
northwest-florida-beaches-airport,Reduced ecological / hydrological connectivity,
northwest-florida-beaches-airport,Soil erosion,
northwest-florida-beaches-airport,Groundwater pollution or depletion,
northwest-florida-beaches-airport,Soil contamination,
northwest-florida-beaches-airport,Waste overflow,
northwest-florida-beaches-airport,Oil spills,
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,Air pollution,
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,"Biodiversity loss (wildlife, agro-diversity)",
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,Soil contamination,
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,Waste overflow,
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,Deforestation and loss of vegetation cover,
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,Groundwater pollution or depletion,
contaminacion-por-relleno-sanitario-en-comunidad-de-puerto-rico-ecuador,Other Environmental impacts,
almost-a-hundred-roma-set-up-camp-alongside-the-m50-motorway-and-ended-up-being-deported-in-dublin-ireland,Air pollution,
almost-a-hundred-roma-set-up-camp-alongside-the-m50-motorway-and-ended-up-being-deported-in-dublin-ireland,"Floods (river, coastal, mudflow)",
almost-a-hundred-roma-set-up-camp-alongside-the-m50-motorway-and-ended-up-being-deported-in-dublin-ireland,Noise pollution,
east-river-park,Air pollution,
east-river-park,"Biodiversity loss (wildlife, agro-diversity)",
east-river-park,Loss of landscape/aesthetic degradation,
east-river-park,Noise pollution,
east-river-park,Deforestation and loss of vegetation cover,
east-river-park,Reduced ecological / hydrological connectivity,
east-river-park,Soil contamination,
east-river-park,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
east-river-park,Large-scale disturbance of hydro and geological systems,
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,Air pollution,
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,"Biodiversity loss (wildlife, agro-diversity)",
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,Loss of landscape/aesthetic degradation,
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,Soil contamination,
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,Soil erosion,
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,Waste overflow,
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,Deforestation and loss of vegetation cover,
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,Groundwater pollution or depletion,
rio-usuchuma-amenazado-por-contaminacion-de-proyecto-minero-pucamarca-peru,Large-scale disturbance of hydro and geological systems,
lafarge-cement,Food insecurity (crop damage),
lafarge-cement,Loss of landscape/aesthetic degradation,
lafarge-cement,Waste overflow,
lafarge-cement,Large-scale disturbance of hydro and geological systems,
lafarge-cement,Reduced ecological / hydrological connectivity,
lafarge-cement,Air pollution,
lafarge-cement,"Biodiversity loss (wildlife, agro-diversity)",
lafarge-cement,Deforestation and loss of vegetation cover,
lafarge-cement,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
lafarge-cement,Groundwater pollution or depletion,
tolda-fria,Other Environmental impacts,
tolda-fria,Groundwater pollution or depletion,
tolda-fria,Large-scale disturbance of hydro and geological systems,
tolda-fria,"Biodiversity loss (wildlife, agro-diversity)",
tolda-fria,Loss of landscape/aesthetic degradation,
tolda-fria,Deforestation and loss of vegetation cover,
tolda-fria,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
tolda-fria,Mine tailing spills,
tolda-fria,Reduced ecological / hydrological connectivity,
tolda-fria,Desertification/Drought,
tolda-fria,Soil contamination,
tolda-fria,Soil erosion,
tolda-fria,Air pollution,
tolda-fria,Noise pollution,
tolda-fria,Waste overflow,
forbifart-stockholm-sweden,Air pollution,
forbifart-stockholm-sweden,"Biodiversity loss (wildlife, agro-diversity)",
forbifart-stockholm-sweden,Global warming,
forbifart-stockholm-sweden,Loss of landscape/aesthetic degradation,
forbifart-stockholm-sweden,Noise pollution,
forbifart-stockholm-sweden,Soil contamination,
forbifart-stockholm-sweden,Deforestation and loss of vegetation cover,
forbifart-stockholm-sweden,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
forbifart-stockholm-sweden,Groundwater pollution or depletion,
subernarekha-multipurpose-project-icha-dam-jharkhand-india,Deforestation and loss of vegetation cover,
subernarekha-multipurpose-project-icha-dam-jharkhand-india,Food insecurity (crop damage),
subernarekha-multipurpose-project-icha-dam-jharkhand-india,Loss of landscape/aesthetic degradation,
subernarekha-multipurpose-project-icha-dam-jharkhand-india,Large-scale disturbance of hydro and geological systems,
subernarekha-multipurpose-project-icha-dam-jharkhand-india,Reduced ecological / hydrological connectivity,
subernarekha-multipurpose-project-icha-dam-jharkhand-india,"Biodiversity loss (wildlife, agro-diversity)",
subernarekha-multipurpose-project-icha-dam-jharkhand-india,Soil erosion,
subernarekha-multipurpose-project-icha-dam-jharkhand-india,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
subernarekha-multipurpose-project-icha-dam-jharkhand-india,Groundwater pollution or depletion,
naameh-landfill-lebanon,Deforestation and loss of vegetation cover,
naameh-landfill-lebanon,Air pollution,
naameh-landfill-lebanon,Global warming,
naameh-landfill-lebanon,Loss of landscape/aesthetic degradation,
naameh-landfill-lebanon,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
naameh-landfill-lebanon,Groundwater pollution or depletion,
naameh-landfill-lebanon,Food insecurity (crop damage),
naameh-landfill-lebanon,"Biodiversity loss (wildlife, agro-diversity)",
naameh-landfill-lebanon,Soil contamination,
electrical-highway-in-northeast-catalonia-spain,"Biodiversity loss (wildlife, agro-diversity)",
electrical-highway-in-northeast-catalonia-spain,Global warming,
electrical-highway-in-northeast-catalonia-spain,Loss of landscape/aesthetic degradation,
electrical-highway-in-northeast-catalonia-spain,Deforestation and loss of vegetation cover,
puente-vehicular-periferico-oriente,Loss of landscape/aesthetic degradation,
puente-vehicular-periferico-oriente,Deforestation and loss of vegetation cover,
puente-vehicular-periferico-oriente,"Biodiversity loss (wildlife, agro-diversity)",
puente-vehicular-periferico-oriente,Desertification/Drought,
puente-vehicular-periferico-oriente,Global warming,
puente-vehicular-periferico-oriente,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
puente-vehicular-periferico-oriente,Large-scale disturbance of hydro and geological systems,
puente-vehicular-periferico-oriente,Reduced ecological / hydrological connectivity,
itai-itai,Food insecurity (crop damage),
itai-itai,Other Environmental impacts,
itai-itai,Soil contamination,
itai-itai,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
itai-itai,Groundwater pollution or depletion,
itai-itai,Large-scale disturbance of hydro and geological systems,
itai-itai,Loss of landscape/aesthetic degradation,
displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,Air pollution,
displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,"Biodiversity loss (wildlife, agro-diversity)",
displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,Fires,
displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,Soil contamination,
displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,Waste overflow,
displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
displacement-of-waste-pickers-through-la-chureca-dumpsite-enclosure-managua-nicaragua,Groundwater pollution or depletion,
baquio-dam-failure-henan-china,"Floods (river, coastal, mudflow)",
baquio-dam-failure-henan-china,Large-scale disturbance of hydro and geological systems,
baquio-dam-failure-henan-china,Reduced ecological / hydrological connectivity,
mossville-louisiana-environmental-racism-united-states,Air pollution,
mossville-louisiana-environmental-racism-united-states,Loss of landscape/aesthetic degradation,
mossville-louisiana-environmental-racism-united-states,Soil contamination,
mossville-louisiana-environmental-racism-united-states,Waste overflow,
mossville-louisiana-environmental-racism-united-states,Oil spills,
mossville-louisiana-environmental-racism-united-states,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
mossville-louisiana-environmental-racism-united-states,Groundwater pollution or depletion,
mossville-louisiana-environmental-racism-united-states,Fires,
mossville-louisiana-environmental-racism-united-states,Global warming,
shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,Air pollution,
shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,"Biodiversity loss (wildlife, agro-diversity)",
shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,Food insecurity (crop damage),
shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,Soil contamination,
shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,Groundwater pollution or depletion,
shandong-silver-hawk-chemical-fiber-co-ltd-viscose-plant-china,Waste overflow,
el-naranjal-veracruz-mexico,"Biodiversity loss (wildlife, agro-diversity)",
el-naranjal-veracruz-mexico,Food insecurity (crop damage),
el-naranjal-veracruz-mexico,Loss of landscape/aesthetic degradation,
el-naranjal-veracruz-mexico,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
el-naranjal-veracruz-mexico,Groundwater pollution or depletion,
el-naranjal-veracruz-mexico,Large-scale disturbance of hydro and geological systems,
el-naranjal-veracruz-mexico,Reduced ecological / hydrological connectivity,
el-naranjal-veracruz-mexico,Deforestation and loss of vegetation cover,
coal-fired-thermal-power-plant-in-porto-romano-albania,Air pollution,
coal-fired-thermal-power-plant-in-porto-romano-albania,"Biodiversity loss (wildlife, agro-diversity)",
coal-fired-thermal-power-plant-in-porto-romano-albania,Food insecurity (crop damage),
coal-fired-thermal-power-plant-in-porto-romano-albania,Global warming,
coal-fired-thermal-power-plant-in-porto-romano-albania,Loss of landscape/aesthetic degradation,
coal-fired-thermal-power-plant-in-porto-romano-albania,Noise pollution,
coal-fired-thermal-power-plant-in-porto-romano-albania,Soil contamination,
coal-fired-thermal-power-plant-in-porto-romano-albania,Waste overflow,
coal-fired-thermal-power-plant-in-porto-romano-albania,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
bujagali-hydropower-project-uganda,"Biodiversity loss (wildlife, agro-diversity)",
bujagali-hydropower-project-uganda,Food insecurity (crop damage),
bujagali-hydropower-project-uganda,Global warming,
bujagali-hydropower-project-uganda,Loss of landscape/aesthetic degradation,
bujagali-hydropower-project-uganda,Deforestation and loss of vegetation cover,
bujagali-hydropower-project-uganda,Large-scale disturbance of hydro and geological systems,
bujagali-hydropower-project-uganda,Reduced ecological / hydrological connectivity,
acid-tar-ponds-in-incukalns-latvia,Soil contamination,
acid-tar-ponds-in-incukalns-latvia,Soil erosion,
acid-tar-ponds-in-incukalns-latvia,Oil spills,
acid-tar-ponds-in-incukalns-latvia,Other Environmental impacts,
acid-tar-ponds-in-incukalns-latvia,Food insecurity (crop damage),
acid-tar-ponds-in-incukalns-latvia,Loss of landscape/aesthetic degradation,
acid-tar-ponds-in-incukalns-latvia,Deforestation and loss of vegetation cover,
acid-tar-ponds-in-incukalns-latvia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
acid-tar-ponds-in-incukalns-latvia,Groundwater pollution or depletion,
acid-tar-ponds-in-incukalns-latvia,Large-scale disturbance of hydro and geological systems,
reserva-forestal-imataca-region-guayana-de-venezuela,"Floods (river, coastal, mudflow)",
reserva-forestal-imataca-region-guayana-de-venezuela,Soil contamination,
reserva-forestal-imataca-region-guayana-de-venezuela,Soil erosion,
reserva-forestal-imataca-region-guayana-de-venezuela,Deforestation and loss of vegetation cover,
reserva-forestal-imataca-region-guayana-de-venezuela,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
reserva-forestal-imataca-region-guayana-de-venezuela,Reduced ecological / hydrological connectivity,
reserva-forestal-imataca-region-guayana-de-venezuela,Large-scale disturbance of hydro and geological systems,
reserva-forestal-imataca-region-guayana-de-venezuela,Desertification/Drought,
reserva-forestal-imataca-region-guayana-de-venezuela,Loss of landscape/aesthetic degradation,
reserva-forestal-imataca-region-guayana-de-venezuela,Global warming,
reserva-forestal-imataca-region-guayana-de-venezuela,Groundwater pollution or depletion,
reserva-forestal-imataca-region-guayana-de-venezuela,Mine tailing spills,
floricultura-en-la-sabana-de-bogota-colombia,Loss of landscape/aesthetic degradation,
floricultura-en-la-sabana-de-bogota-colombia,Soil contamination,
floricultura-en-la-sabana-de-bogota-colombia,Soil erosion,
floricultura-en-la-sabana-de-bogota-colombia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
floricultura-en-la-sabana-de-bogota-colombia,Groundwater pollution or depletion,
floricultura-en-la-sabana-de-bogota-colombia,Large-scale disturbance of hydro and geological systems,
floricultura-en-la-sabana-de-bogota-colombia,Air pollution,
floricultura-en-la-sabana-de-bogota-colombia,Desertification/Drought,
floricultura-en-la-sabana-de-bogota-colombia,Fires,
floricultura-en-la-sabana-de-bogota-colombia,Food insecurity (crop damage),
floricultura-en-la-sabana-de-bogota-colombia,Reduced ecological / hydrological connectivity,
proyecto-gramalote-antioquia-colombia,Air pollution,
proyecto-gramalote-antioquia-colombia,"Biodiversity loss (wildlife, agro-diversity)",
proyecto-gramalote-antioquia-colombia,Food insecurity (crop damage),
proyecto-gramalote-antioquia-colombia,Loss of landscape/aesthetic degradation,
proyecto-gramalote-antioquia-colombia,Soil contamination,
proyecto-gramalote-antioquia-colombia,Soil erosion,
proyecto-gramalote-antioquia-colombia,Waste overflow,
proyecto-gramalote-antioquia-colombia,Deforestation and loss of vegetation cover,
proyecto-gramalote-antioquia-colombia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
proyecto-gramalote-antioquia-colombia,Groundwater pollution or depletion,
proyecto-gramalote-antioquia-colombia,Large-scale disturbance of hydro and geological systems,
proyecto-gramalote-antioquia-colombia,Reduced ecological / hydrological connectivity,
proyecto-gramalote-antioquia-colombia,Mine tailing spills,
gmos-ban-croatia,"Biodiversity loss (wildlife, agro-diversity)",
gmos-ban-croatia,Food insecurity (crop damage),
gmos-ban-croatia,Genetic contamination,
gmos-ban-croatia,Loss of landscape/aesthetic degradation,
gmos-ban-croatia,Soil contamination,
indian-nations-and-wolf-hunting,"Biodiversity loss (wildlife, agro-diversity)",
proyecto-central-hidroelectrica-aguas-calientes-chile,"Biodiversity loss (wildlife, agro-diversity)",
proyecto-central-hidroelectrica-aguas-calientes-chile,Loss of landscape/aesthetic degradation,
proyecto-central-hidroelectrica-aguas-calientes-chile,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
proyecto-central-hidroelectrica-aguas-calientes-chile,Groundwater pollution or depletion,
proyecto-central-hidroelectrica-aguas-calientes-chile,Large-scale disturbance of hydro and geological systems,
proyecto-central-hidroelectrica-aguas-calientes-chile,Reduced ecological / hydrological connectivity,
friends-of-nature-sued-state-grid-for-refusing-to-purchase-clean-energy-in-gansu-china,Air pollution,
friends-of-nature-sued-state-grid-for-refusing-to-purchase-clean-energy-in-gansu-china,Global warming,
proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,"Biodiversity loss (wildlife, agro-diversity)",
proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,Loss of landscape/aesthetic degradation,
proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,Waste overflow,
proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,Groundwater pollution or depletion,
proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,Other Environmental impacts,
proposed-nuclear-waste-dump-located-on-indigenous-territory-in-saskatchewan,Deforestation and loss of vegetation cover,
quebrada-la-lata-magdalena-colombia,Air pollution,
quebrada-la-lata-magdalena-colombia,"Biodiversity loss (wildlife, agro-diversity)",
quebrada-la-lata-magdalena-colombia,Desertification/Drought,
quebrada-la-lata-magdalena-colombia,"Floods (river, coastal, mudflow)",
quebrada-la-lata-magdalena-colombia,Global warming,
quebrada-la-lata-magdalena-colombia,Loss of landscape/aesthetic degradation,
quebrada-la-lata-magdalena-colombia,Noise pollution,
quebrada-la-lata-magdalena-colombia,Soil contamination,
quebrada-la-lata-magdalena-colombia,Soil erosion,
quebrada-la-lata-magdalena-colombia,Waste overflow,
quebrada-la-lata-magdalena-colombia,Deforestation and loss of vegetation cover,
quebrada-la-lata-magdalena-colombia,"Surface water pollution / Decreasing water (physico-chemical, biological) quality",
quebrada-la-lata-magdalena-colombia,Groundwater pollution or depletion,
quebrada-la-lata-magdalena-colombia,Large-scale disturbance of hydro and geological systems,
quebrada-la-lata-magdalena-colombia,Reduced ecological / hydrological connectivity,
quebrada-la-lata-magdalena-colombia,Mine tailing spills,
covanta-fairfax-trash-incinerator-in-lorton-virginia,Air pollution,
covanta-fairfax-trash-incinerator-in-lorton-virginia,Fires,
covanta-fairfax-trash-incinerator-in-lorton-virginia,Loss of landscape/aesthetic degradation,
covanta-fairfax-trash-incinerator-in-lorton-virginia,Noise pollution,
covanta-fairfax-trash-incinerator-in-lorton-virginia,Other Environmental impacts,
covanta-fairfax-trash-incinerator-in-lorton-virginia,Global warming,
covanta-fairfax-trash-incinerator-in-lorton-virginia,"Biodiversity loss (wildlife, agro-diversity)",
tortum-bagbasi-hydroelectric-power-plant-turkey,"Biodiversity loss (wildlife, agro-diversity)",
tortum-bagbasi-hydroelectric-power-plant-turkey,Desertification/Drought,
tortum-bagbasi-hydroelectric-power-plant-turkey,Food insecurity (crop damage),
tortum-bagbasi-hydroelectric-power-plant-turkey,Loss of landscape/aesthetic degradation,
tortum-bagbasi-hydroelectric-power-plant-turkey,Soil erosion,
tortum-bagbasi-hydroelectric-power-plant-turkey,Deforestation and loss of vegetation cover,
tortum-bagbasi-hydroelectric-power-plant-turkey,Large-scale disturbance of hydro and geological systems,
tortum-bagbasi-hydroelectric-power-plant-turkey,Reduced ecological / hydrological connectivity,
ternium-vs-comuneros-aquila-michoacan-mexico,Mine tailing spills,
power-plant-oil-spill-in-baniyas-syria,Oil spills,
power-plant-oil-spill-in-baniyas-syria,"Biodiversity loss (wildlife, agro-diversity)",
power-plant-oil-spill-in-baniyas-syria,Food insecurity (crop damage),
power-plant-oil-spill-in-baniyas-syria,Loss of landscape/aesthetic degradation,
power-plant-oil-spill-in-baniyas-syria,Loss of landscape/aesthetic degradation,
power-plant-oil-spill-in-baniyas-syria,Groundwater pollution or depletion,
power-plant-oil-spill-in-baniyas-syria,Groundwater pollution or depletion,
lead-poisoning-by-a-lead-mining-and-smelting-company-in-yunnan-china,Air pollution,
lead-poisoning-by-a-lead-mining-and-smelting-company-in-yunnan-china,Noise pollution,
lead-poisoning-by-a-lead-mining-and-smelting-company-in-yunnan-china,Reduced ecological / hydrological connectivity,
