UID,slug,name,id,description,category.slug,category.name,category.color,category.id,category.description,type2
significant-maritime-and-industrial-area-in-brooklyn,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
significant-maritime-and-industrial-area-in-brooklyn,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
nigerian-womens-war-against-chevrontexaco,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
nigerian-womens-war-against-chevrontexaco,gas-flaring,Gas flaring,24.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
nigerian-womens-war-against-chevrontexaco,oil-and-gas-refining,Oil and gas refining,25.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
lonco-mine-projects-argentina,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
water-rights-and-access-injustice-in-detroits-urban-areas,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
water-rights-and-access-injustice-in-detroits-urban-areas,water-treatment-and-access-to-sanitation-access-to-sewage,Water treatment and access to sanitation (access to sewage),37.0,,water-management,Water Management,#00bdff,6.0,,
nuclear-power-station-in-cofrents-valencia-spain,nuclear-power-plants,Nuclear power plants,2.0,,nuclear,Nuclear,#ff0,1.0,,
gaza-cement-factory-palestine,other-industries,Other industries,50.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
hindustan-petroleum-corporation-limited-refinery-at-tavsal-maharastra-india,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
hindustan-petroleum-corporation-limited-refinery-at-tavsal-maharastra-india,oil-and-gas-refining,Oil and gas refining,25.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
kaliwa-dam-new-centennial-water-source-project-ncws-quezon-philippines,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
kaliwa-dam-new-centennial-water-source-project-ncws-quezon-philippines,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
kaliwa-dam-new-centennial-water-source-project-ncws-quezon-philippines,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
minamata-disease-japan,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
myotha-industrial-park,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
myotha-industrial-park,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
myotha-industrial-park,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
kxp-airportcity-kulim-airport,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
kxp-airportcity-kulim-airport,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
kxp-airportcity-kulim-airport,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
cultivo-de-esparragos-en-ica-peru,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
cultivo-de-esparragos-en-ica-peru,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
dioxin-pollution-in-qingpuling-village-fujiang-china,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
dioxin-pollution-in-qingpuling-village-fujiang-china,incinerators,Incinerators,10.0,,waste-management,Waste Management,#77721c,3.0,,
exploracion-de-litio-en-san-luis-argentina,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
moni-toplou,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
moni-toplou,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
moni-toplou,tourism-facilities-ski-resorts-hotels-marinas,"Tourism facilities (ski resorts, hotels, marinas)",42.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
moni-toplou,desalination,Desalination,34.0,,water-management,Water Management,#00bdff,6.0,,
moni-toplou,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
gorai-manori-uttan-recreation-and-tourism-development-zone-rtdz-in-mumbai-mh-india,tourism-facilities-ski-resorts-hotels-marinas,"Tourism facilities (ski resorts, hotels, marinas)",42.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
gorai-manori-uttan-recreation-and-tourism-development-zone-rtdz-in-mumbai-mh-india,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
stringfellow-toxic-waste-dump,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
jaitapur-nuclear-power-plant-maharashtra-india,nuclear-power-plants,Nuclear power plants,2.0,,nuclear,Nuclear,#ff0,1.0,,
sterlite-copper-smelter-unit-india,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
sterlite-copper-smelter-unit-india,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
ojibwe-nations-struggle-to-protect-wild-rice-from-oil-extraction-activities-in-the-us-and-canada,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
ojibwe-nations-struggle-to-protect-wild-rice-from-oil-extraction-activities-in-the-us-and-canada,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
the-people-versus-arctic-oil,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
the-people-versus-arctic-oil,climate-change-related-conflicts-glaciers-and-small-islands,Climate change related conflicts (glaciers and small islands),27.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
niddodi-thermal-power-project-karnataka-india,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
recognition-of-fisherwomen-perempuan-nelayan-in-indonesia,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
illegal-land-acquisition-for-coal-mining-and-violent-protest-in-hazaribagh-jharkhand,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
illegal-land-acquisition-for-coal-mining-and-violent-protest-in-hazaribagh-jharkhand,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
proyecto-inmobiliario-bosque-diamante-en-jilotzingo-estado-de-mexico,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
proyecto-inmobiliario-bosque-diamante-en-jilotzingo-estado-de-mexico,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
proyecto-inmobiliario-bosque-diamante-en-jilotzingo-estado-de-mexico,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
polska-bnk-petroleum-fracking-poland,shale-gas-fracking,Shale gas fracking,23.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
over-a-century-of-the-pollution-from-the-bor-mines-serbia,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
over-a-century-of-the-pollution-from-the-bor-mines-serbia,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
over-a-century-of-the-pollution-from-the-bor-mines-serbia,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
over-a-century-of-the-pollution-from-the-bor-mines-serbia,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
over-a-century-of-the-pollution-from-the-bor-mines-serbia,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
over-a-century-of-the-pollution-from-the-bor-mines-serbia,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil,gas-flaring,Gas flaring,24.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil,redd-cdm,REDD/CDM,28.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil,water-treatment-and-access-to-sanitation-access-to-sewage,Water treatment and access to sanitation (access to sewage),37.0,,water-management,Water Management,#00bdff,6.0,,
controvery-on-copper-and-molybdenum-mining-shifang-sichuan,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
controvery-on-copper-and-molybdenum-mining-shifang-sichuan,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
jade-conflict-myanmar,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
biofuels-plantation-farming-in-dakatcha-kenya,agro-fuels-and-biomass-energy-plants,Agro-fuels and biomass energy plants,18.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
biofuels-plantation-farming-in-dakatcha-kenya,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
biofuels-plantation-farming-in-dakatcha-kenya,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
biofuels-plantation-farming-in-dakatcha-kenya,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
santa-clara-de-uchunya,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
santa-clara-de-uchunya,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
santa-clara-de-uchunya,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
anti-mining-protest-in-lhundrub-county-occupitied-tibet,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
anti-mining-protest-in-lhundrub-county-occupitied-tibet,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
incinerator-of-urban-solid-waste-in-barueri-sao-paulo-brazil,incinerators,Incinerators,10.0,,waste-management,Waste Management,#77721c,3.0,,
incinerator-of-urban-solid-waste-in-barueri-sao-paulo-brazil,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
explosions-at-paraxylene-px-petchem-plant-and-the-related-protests-zhangzhou-fujian,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
quilombola-communities-affected-by-wind-power-projects-in-caetite-region-brazil,windmills,Windmills,29.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
quilombola-communities-affected-by-wind-power-projects-in-caetite-region-brazil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
displacement-of-gullah-islanders-usa,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
displacement-of-gullah-islanders-usa,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
displacement-of-gullah-islanders-usa,tourism-facilities-ski-resorts-hotels-marinas,"Tourism facilities (ski resorts, hotels, marinas)",42.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
coastal-communities-in-louisiana,climate-change-related-conflicts-glaciers-and-small-islands,Climate change related conflicts (glaciers and small islands),27.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
zameen-samadhi-satyagraha-by-villagers-against-land-acquisition-for-infrastructure-of-neendar-village-jaipur-rajasthan,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
zameen-samadhi-satyagraha-by-villagers-against-land-acquisition-for-infrastructure-of-neendar-village-jaipur-rajasthan,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
jiew-kang-jue-pattana-oil-palm-company-thailand,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
jiew-kang-jue-pattana-oil-palm-company-thailand,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
dambulla-quartz-mining-case,building-materials-extraction-quarries-sand-gravel,"Building materials extraction (quarries, sand, gravel)",7.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
dambulla-quartz-mining-case,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
nanjing-residents-fight-against-removing-signature-plane-trees-for-metro-lines-jiangsu-china,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
nanjing-residents-fight-against-removing-signature-plane-trees-for-metro-lines-jiangsu-china,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
nanjing-residents-fight-against-removing-signature-plane-trees-for-metro-lines-jiangsu-china,logging-and-non-timber-extraction,Logging and non timber extraction,14.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
ban-on-cycling-in-kolkata-west-bengal-india,transport-infrastructure-networks-roads-railways-hydroways-canals-and-pipelines,"Transport infrastructure networks (roads, railways, hydroways, canals and pipelines)",38.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
ban-on-cycling-in-kolkata-west-bengal-india,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
protest-of-unpaid-coal-workers-at-longmay-group-in-heilongjiang-china,coal-extraction-and-processing,Coal extraction and processing,26.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
costa-brava-landfill-lebanon,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
costa-brava-landfill-lebanon,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
costa-brava-landfill-lebanon,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,tourism-facilities-ski-resorts-hotels-marinas,"Tourism facilities (ski resorts, hotels, marinas)",42.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,other-industries,Other industries,50.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
cuajone-toquepala-ilo-peru,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
cuajone-toquepala-ilo-peru,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
cuajone-toquepala-ilo-peru,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
land-seizure-and-resistance-by-fish-farmer-doan-van-vuon-hai-phong-vietnam,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
land-seizure-and-resistance-by-fish-farmer-doan-van-vuon-hai-phong-vietnam,urban-development-conflicts,Urban development conflicts,41.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
land-seizure-and-resistance-by-fish-farmer-doan-van-vuon-hai-phong-vietnam,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
chamalapura-thermal-power-plant-karnataka-india,thermal-power-plants,Thermal power plants,32.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
chamalapura-thermal-power-plant-karnataka-india,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
golden-agri-resources-veroleum-palm-oil-plantations-sinoe-liberia,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
golden-agri-resources-veroleum-palm-oil-plantations-sinoe-liberia,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
golden-agri-resources-veroleum-palm-oil-plantations-sinoe-liberia,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
golden-agri-resources-veroleum-palm-oil-plantations-sinoe-liberia,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
manglares-de-tumbes-y-langostineras,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
manglares-de-tumbes-y-langostineras,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
xakriaba-territorial-struggle-brazil,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
xakriaba-territorial-struggle-brazil,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
xakriaba-territorial-struggle-brazil,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
resistance-to-shale-gas-fracking,shale-gas-fracking,Shale gas fracking,23.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
resistance-to-shale-gas-fracking,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
let-banni-be,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
let-banni-be,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
let-banni-be,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
let-banni-be,invasive-species,Invasive species,46.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
let-banni-be,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
let-banni-be,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
industrial-pollution-at-st-regis-mohawks-turtle-cove-usa,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
industrial-pollution-at-st-regis-mohawks-turtle-cove-usa,manufacturing-activities,Manufacturing activities,47.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
industrial-pollution-at-st-regis-mohawks-turtle-cove-usa,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
